days,miles,receipts,output,per_day,per_mile,efficiency,spending_per_day,predicted,error
10,459.0,2183.11,1559.59,155.959,3.3977995642701524,45.9,218.311,2559.416,999.8260000000002
4,725.0,588.9,1097.95,274.4875,1.5144137931034483,181.25,147.225,1172.59,74.63999999999987
1,992.0,958.87,1222.41,1222.41,1.2322681451612905,992.0,958.87,1164.7220000000002,57.687999999999874
10,536.0,2194.42,1615.13,161.513,3.0133022388059705,53.6,219.442,2600.852,985.7219999999998
11,1126.0,1593.03,2143.74,194.88545454545454,1.9038543516873887,102.36363636363636,144.82090909090908,2605.518,461.77800000000025
10,314.0,1098.8,1539.1,153.91,4.901592356687898,31.4,109.88,1843.58,304.48
1,9.0,2246.28,1120.22,1120.22,124.4688888888889,9.0,2246.28,1482.988,362.76800000000003
11,706.0,1508.23,2030.59,184.5990909090909,2.8761898016997165,64.18181818181819,137.1118181818182,2365.638,335.048
10,976.0,2166.02,1775.03,177.503,1.8186782786885245,97.6,216.602,2781.812,1006.7819999999999
5,1028.0,653.19,1313.95,262.79,1.278161478599222,205.6,130.638,1447.5140000000001,133.56400000000008
8,1166.0,99.47,1149.07,143.63375,0.9854802744425385,145.75,12.43375,1427.2229999999997,278.1529999999998
12,882.0,1958.14,1944.88,162.07333333333335,2.2050793650793654,73.5,163.17833333333334,2814.784,869.904
11,448.0,732.79,1090.35,99.12272727272726,2.433816964285714,40.72727272727273,66.61727272727272,1784.274,693.924
7,623.0,1691.39,1800.86,257.2657142857143,2.8906260032102726,89.0,241.62714285714287,2038.184,237.32400000000007
3,127.0,293.49,303.2,101.06666666666666,2.3874015748031496,42.333333333333336,97.83,576.2439999999999,273.0439999999999
12,218.0,486.02,1005.67,83.80583333333333,4.613165137614678,18.166666666666668,40.501666666666665,1632.712,627.042
3,1166.0,530.44,785.59,261.86333333333334,0.6737478559176673,388.6666666666667,176.81333333333336,1185.964,400.3739999999999
11,17.0,550.58,830.07,75.4609090909091,48.82764705882353,1.5454545454545454,50.052727272727275,1470.2079999999999,640.1379999999998
9,696.0,1749.97,1649.49,183.27666666666667,2.369956896551724,77.33333333333333,194.44111111111113,2306.182,656.6919999999998
4,305.0,125.79,664.43,166.1075,2.1784590163934423,76.25,31.4475,655.724,8.705999999999904
12,104.0,1300.05,1779.92,148.32666666666668,17.114615384615384,8.666666666666666,108.33749999999999,2069.83,289.90999999999985
1,303.0,931.53,857.42,857.42,2.8297689768976895,303.0,931.53,838.2679999999999,19.152000000000044
8,1012.0,2390.84,1732.12,216.515,1.7115810276679841,126.5,298.855,2732.9040000000005,1000.7840000000006
9,938.0,2224.29,1913.87,212.6522222222222,2.040373134328358,104.22222222222223,247.14333333333332,2699.674,785.8040000000001
3,471.0,288.19,535.67,178.55666666666664,1.1373036093418258,157.0,96.06333333333333,727.864,192.19400000000007
5,72.0,977.67,1156.55,231.31,16.063194444444445,14.4,195.534,1158.362,1.8120000000001255
10,160.0,2272.56,1642.15,164.215,10.2634375,16.0,227.256,2478.536,836.386
10,965.0,1851.28,1805.77,180.577,1.8712642487046631,96.5,185.128,2588.018,782.248
3,266.0,2178.16,1447.95,482.65000000000003,5.443421052631579,88.66666666666667,726.0533333333333,1769.596,321.64599999999996
12,734.0,2491.82,1792.31,149.35916666666665,2.441839237057221,61.166666666666664,207.65166666666667,3068.392,1276.0819999999999
12,64.0,1641.01,1710.72,142.56,26.73,5.333333333333333,136.75083333333333,2251.7259999999997,541.0059999999996
9,497.0,1845.08,1674.09,186.01,3.368390342052314,55.22222222222222,205.0088888888889,2273.6980000000003,599.6080000000004
3,781.0,1801.38,1586.21,528.7366666666667,2.030998719590269,260.3333333333333,600.46,1775.278,189.06799999999998
3,158.0,1070.74,1183.16,394.3866666666667,7.488354430379747,52.666666666666664,356.91333333333336,1056.5439999999999,126.61600000000021
3,1096.0,200.27,802.96,267.65333333333336,0.7326277372262774,365.3333333333333,66.75666666666667,956.3620000000001,153.40200000000004
11,1116.0,2067.8,1987.44,180.67636363636365,1.7808602150537636,101.45454545454545,187.9818181818182,2885.88,898.44
10,831.0,39.86,982.64,98.264,1.1824789410348977,83.1,3.9859999999999998,1422.824,440.1840000000001
14,124.0,1064.64,1761.68,125.83428571428571,14.207096774193548,8.857142857142858,76.0457142857143,2137.584,375.90399999999977
4,10.0,1262.73,1261.41,315.3525,126.141,2.5,315.6825,1193.438,67.97199999999998
5,955.0,106.86,897.78,179.55599999999998,0.9400837696335078,191.0,21.372,1086.866,189.086
7,1176.0,2489.13,1921.16,274.4514285714286,1.633639455782313,168.0,355.59000000000003,2765.678,844.5179999999998
6,803.0,465.6,1012.0,168.66666666666666,1.2602739726027397,133.83333333333334,77.60000000000001,1283.71,271.71000000000004
9,868.0,62.12,1022.81,113.64555555555555,1.178352534562212,96.44444444444444,6.902222222222222,1359.5079999999998,336.69799999999987
1,181.0,128.05,225.12,225.12,1.2437569060773481,181.0,128.05,351.28,126.15999999999997
3,70.0,631.88,564.16,188.0533333333333,8.05942857142857,23.333333333333332,210.62666666666667,749.7280000000001,185.5680000000001
8,1090.0,419.76,1189.47,148.68375,1.091256880733945,136.25,52.47,1585.356,395.88599999999997
14,1184.0,2269.89,1943.24,138.80285714285714,1.64125,84.57142857142857,162.135,3337.734,1394.494
1,735.0,1676.9,1365.21,1365.21,1.8574285714285714,735.0,1676.9,1479.8899999999999,114.67999999999984
2,547.0,119.09,509.52,254.76,0.9314808043875685,273.5,59.545,560.604,51.08400000000006
11,265.0,218.66,949.34,86.30363636363637,3.582415094339623,24.09090909090909,19.87818181818182,1393.446,444.1059999999999
10,223.0,886.32,1305.54,130.554,5.854439461883408,22.3,88.632,1675.1419999999998,369.60199999999986
12,959.0,1947.82,1833.24,152.77,1.911616266944734,79.91666666666667,162.31833333333333,2843.242,1010.0020000000002
11,498.0,1578.39,1793.52,163.0472727272727,3.60144578313253,45.27272727272727,143.49,2314.134,520.614
14,127.0,988.4,1688.9,120.63571428571429,13.298425196850394,9.071428571428571,70.6,2093.19,404.28999999999996
3,621.0,214.08,779.66,259.88666666666666,1.2554911433172302,207.0,71.36,800.898,21.238000000000056
6,1193.0,2241.5,1839.47,306.5783333333333,1.541886001676446,198.83333333333334,373.5833333333333,2574.75,735.28
4,448.0,2055.97,1497.46,374.365,3.342544642857143,112.0,513.9925,1878.1819999999998,380.72199999999975
8,466.0,2064.63,1558.12,194.765,3.343605150214592,58.25,258.07875,2291.478,733.3580000000002
12,229.0,1216.16,1696.65,141.38750000000002,7.408951965065502,19.083333333333332,101.34666666666668,2075.746,379.096
13,658.0,559.48,1573.12,121.00923076923075,2.390759878419453,50.61538461538461,43.03692307692308,1974.788,401.6680000000001
13,1034.0,2477.98,1842.24,141.71076923076924,1.7816634429400386,79.53846153846153,190.61384615384617,3295.0879999999997,1452.8479999999997
4,842.0,2464.29,1611.66,402.915,1.9140855106888361,210.5,616.0725,2350.474,738.8140000000001
13,837.0,1218.93,1921.68,147.82153846153847,2.2959139784946236,64.38461538461539,93.76384615384616,2451.0080000000003,529.3280000000002
11,927.0,1306.37,1804.68,164.06181818181818,1.9467961165048544,84.27272727272727,118.76090909090908,2343.9719999999998,539.2919999999997
4,1047.0,1657.68,1605.84,401.46,1.533753581661891,261.75,414.42,1908.758,302.9180000000001
4,262.0,1681.28,1435.34,358.835,5.478396946564885,65.5,420.32,1569.6680000000001,134.3280000000002
7,1126.0,1103.75,2014.72,287.81714285714287,1.7892717584369449,160.85714285714286,157.67857142857142,1911.9499999999998,102.77000000000021
5,781.0,672.91,1125.36,225.07199999999997,1.440921895006402,156.2,134.582,1298.196,172.836
5,831.0,591.65,1090.31,218.06199999999998,1.3120457280385078,166.2,118.33,1271.94,181.6300000000001
7,1089.0,1026.25,2132.85,304.6928571428571,1.9585399449035812,155.57142857142858,146.60714285714286,1848.8,284.04999999999995
1,793.0,2171.07,1421.36,1421.36,1.7923833543505674,793.0,2171.07,1802.4920000000002,381.1320000000003
9,368.0,495.12,847.33,94.14777777777778,2.3025271739130435,40.888888888888886,55.013333333333335,1405.672,558.342
6,818.0,1130.38,1704.06,284.01,2.08320293398533,136.33333333333334,188.39666666666668,1689.328,14.731999999999971
11,667.0,1915.95,1732.2,157.47272727272727,2.597001499250375,60.63636363636363,174.17727272727274,2592.7200000000003,860.5200000000002
2,267.0,2116.93,1349.04,674.52,5.052584269662921,133.5,1058.465,1633.308,284.26800000000003
10,1083.0,2105.36,1844.58,184.458,1.703213296398892,108.3,210.536,2793.566,948.9859999999999
13,529.0,1767.79,2015.18,155.01384615384615,3.809413988657845,40.69230769230769,135.98384615384614,2641.724,626.5440000000001
9,1155.0,1346.4,2248.12,249.7911111111111,1.9464242424242424,128.33333333333334,149.60000000000002,2270.59,22.470000000000255
7,1185.0,1768.01,2072.18,296.0257142857143,1.7486751054852319,169.28571428571428,252.57285714285715,2337.056,264.8760000000002
5,763.0,1420.94,1777.14,355.428,2.3291480996068152,152.6,284.188,1738.914,38.22600000000011
7,368.0,1231.69,1550.04,221.43428571428572,4.212065217391304,52.57142857142857,175.9557142857143,1647.614,97.57400000000007
6,659.0,322.1,972.58,162.09666666666666,1.4758421851289834,109.83333333333333,53.68333333333334,1132.81,160.2299999999999
14,1138.0,518.18,1696.86,121.2042857142857,1.4910896309314585,81.28571428571429,37.012857142857136,2266.008,569.1479999999999
6,172.0,1977.78,1603.89,267.315,9.324941860465117,28.666666666666668,329.63,1907.0679999999998,303.17799999999966
6,628.0,311.47,903.3,150.54999999999998,1.4383757961783439,104.66666666666667,51.91166666666667,1112.482,209.18200000000002
2,500.0,1246.48,1264.53,632.265,2.52906,250.0,623.24,1215.888,48.64200000000005
8,7.0,2075.6,1422.12,177.765,203.16,0.875,259.45,2079.42,657.3000000000002
5,942.0,2092.87,1696.72,339.344,1.8011889596602972,188.4,418.57399999999996,2272.6220000000003,575.9020000000003
12,81.0,2485.34,1589.65,132.47083333333333,19.62530864197531,6.75,207.11166666666668,2768.184,1178.534
4,166.0,791.52,866.18,216.545,5.217951807228915,41.5,197.88,992.612,126.43200000000002
3,213.0,1724.85,1344.71,448.2366666666667,6.313192488262911,71.0,574.9499999999999,1473.7599999999998,129.04999999999973
11,1004.0,167.15,1175.65,106.87727272727274,1.1709661354581675,91.27272727272727,15.195454545454545,1695.09,519.4399999999998
5,116.0,478.1,624.04,124.80799999999999,5.379655172413793,23.2,95.62,882.0600000000001,258.0200000000001
13,112.0,2299.56,1807.67,139.05153846153846,16.139910714285715,8.615384615384615,176.88923076923078,2773.136,965.4659999999999
1,43.0,2149.22,1134.47,1134.47,26.383023255813953,43.0,2149.22,1444.472,310.00199999999995
2,660.0,1944.4,1531.2,765.6,2.3200000000000003,330.0,972.2,1706.64,175.44000000000005
10,888.0,298.68,1171.54,117.154,1.3193018018018017,88.8,29.868000000000002,1621.808,450.26800000000003
10,860.0,2380.76,1759.97,175.997,2.0464767441860467,86.0,238.07600000000002,2858.456,1098.486
10,1187.0,1981.09,2013.21,201.321,1.6960488626790229,118.7,198.10899999999998,2765.804,752.594
12,1139.0,124.65,1314.3,109.52499999999999,1.1539069359086918,94.91666666666667,10.387500000000001,1830.34,516.04
5,966.0,359.51,927.98,185.596,0.9606418219461698,193.2,71.902,1243.406,315.42599999999993
10,796.0,1352.08,2000.19,200.019,2.5128015075376884,79.6,135.208,2212.448,212.2579999999998
9,72.0,1281.32,1515.54,168.39333333333332,21.049166666666665,8.0,142.36888888888888,1740.552,225.01199999999994
10,215.0,2440.91,1638.66,163.866,7.621674418604652,21.5,244.09099999999998,2604.296,965.6359999999997
7,671.0,1297.02,1703.2,243.31428571428572,2.538301043219076,95.85714285714286,185.28857142857143,1823.162,119.96199999999999
5,230.0,333.69,538.36,107.672,2.3406956521739133,46.0,66.738,846.7139999999999,308.3539999999999
5,467.0,1243.31,1549.82,309.964,3.3186723768736615,93.4,248.66199999999998,1499.136,50.68399999999997
13,247.0,2339.61,1705.9,131.22307692307692,6.9064777327935225,19.0,179.97,2857.916,1152.016
14,777.0,1248.61,1837.25,131.23214285714286,2.3645431145431144,55.5,89.18642857142856,2541.816,704.5659999999998
11,740.0,1171.99,902.09,82.00818181818182,1.2190405405405407,67.27272727272727,106.54454545454546,2179.194,1277.1039999999998
6,884.0,1798.31,1897.87,316.31166666666667,2.1469117647058824,147.33333333333334,299.7183333333333,2119.786,221.91600000000017
5,789.0,1853.31,1792.88,358.576,2.27234474017744,157.8,370.662,2010.0359999999998,217.15599999999972
4,825.0,874.99,784.52,196.13,0.9509333333333333,206.25,218.7475,1389.244,604.7239999999999
2,301.0,769.23,731.28,365.64,2.429501661129568,150.5,384.615,839.988,108.70800000000008
12,1007.0,1353.77,1925.32,160.44333333333333,1.9119364448857994,83.91666666666667,112.81416666666667,2508.4120000000003,583.0920000000003
5,865.0,644.79,1202.46,240.49200000000002,1.390127167630058,173.0,128.958,1319.124,116.66399999999999
14,81.0,1251.97,1682.62,120.18714285714285,20.773086419753085,5.785714285714286,89.42642857142857,2228.1620000000003,545.5420000000004
8,1159.0,2175.27,1752.18,219.0225,1.5118032786885247,144.875,271.90875,2669.712,917.5319999999999
11,496.0,373.98,1152.99,104.81727272727272,2.324576612903226,45.09090909090909,33.99818181818182,1590.588,437.59799999999996
1,752.0,1632.35,1362.39,1362.39,1.8116888297872342,752.0,1632.35,1460.81,98.41999999999985
5,1014.0,1853.57,1749.31,349.86199999999997,1.7251577909270217,202.8,370.714,2161.442,412.13200000000006
9,686.0,145.66,972.95,108.10555555555555,1.4182944606413994,76.22222222222223,16.184444444444445,1339.096,366.14599999999996
5,654.0,1272.89,1724.68,344.93600000000004,2.637125382262997,130.8,254.57800000000003,1601.034,123.64599999999996
8,621.0,2391.34,1593.12,199.14,2.5654106280193236,77.625,298.9175,2557.254,964.134
9,1080.0,539.51,1306.91,145.21222222222224,1.2101018518518518,120.0,59.94555555555556,1752.706,445.7959999999998
10,714.0,269.06,1067.81,106.78099999999999,1.495532212885154,71.4,26.906,1525.7359999999999,457.92599999999993
10,816.0,1425.64,1872.81,187.281,2.295110294117647,81.6,142.56400000000002,2265.584,392.7739999999999
14,1122.0,1766.25,2239.35,159.95357142857142,1.995855614973262,80.14285714285714,126.16071428571429,3007.65,768.3000000000002
4,1202.0,1074.87,1501.24,375.31,1.2489517470881863,300.5,268.7175,1628.822,127.58199999999988
5,651.0,1573.3,1682.08,336.416,2.5838402457757295,130.2,314.65999999999997,1779.9299999999998,97.84999999999991
14,1100.0,237.69,1265.57,90.39785714285713,1.1505181818181818,78.57142857142857,16.977857142857143,2080.614,815.0440000000001
14,296.0,485.68,924.9,66.06428571428572,3.124662162162162,21.142857142857142,34.691428571428574,1867.6080000000002,942.7080000000002
1,697.0,2148.5,1421.07,1421.07,2.03883787661406,697.0,2148.5,1745.75,324.68000000000006
6,1044.0,47.46,1133.45,188.90833333333333,1.0856800766283525,174.0,7.91,1125.514,7.936000000000149
12,398.0,2481.44,1755.18,146.26500000000001,4.41,33.166666666666664,206.78666666666666,2910.964,1155.7839999999999
3,139.0,2428.89,1345.66,448.55333333333334,9.681007194244605,46.333333333333336,809.63,1862.8839999999998,517.2239999999997
6,84.0,852.7,1109.32,184.88666666666666,13.206190476190475,14.0,142.11666666666667,1190.3400000000001,81.02000000000021
2,423.0,1639.17,1367.64,683.82,3.2331914893617024,211.5,819.585,1466.8519999999999,99.21199999999976
11,815.0,2385.6,1872.44,170.22181818181818,2.2974723926380367,74.0909090909091,216.87272727272727,2941.1099999999997,1068.6699999999996
6,577.0,897.74,1257.31,209.55166666666665,2.1790467937608318,96.16666666666667,149.62333333333333,1441.2939999999999,183.98399999999992
8,200.0,1508.89,1461.33,182.66625,7.306649999999999,25.0,188.61125,1838.334,377.00400000000013
9,1102.0,540.6,1455.85,161.7611111111111,1.321098003629764,122.44444444444444,60.06666666666667,1763.2600000000002,307.4100000000003
12,508.0,1970.54,1770.91,147.57583333333335,3.4860433070866144,42.333333333333336,164.21166666666667,2653.924,883.0139999999999
13,1024.0,1712.85,2097.69,161.36076923076922,2.048525390625,78.76923076923077,131.7576923076923,2831.51,733.8200000000002
7,1161.0,1499.97,1862.45,266.06428571428575,1.6041774332472007,165.85714285714286,214.28142857142856,2165.432,302.98199999999974
2,730.0,285.24,624.78,312.39,0.85586301369863,365.0,142.62,742.644,117.86400000000003
13,996.0,1809.2,1956.89,150.53,1.964748995983936,76.61538461538461,139.16923076923078,2876.7200000000003,919.8300000000002
5,1160.0,1901.83,1673.89,334.778,1.4430086206896553,232.0,380.366,2206.098,532.2079999999999
2,1139.0,306.43,726.14,363.07,0.6375241439859526,569.5,153.215,939.4079999999999,213.26799999999992
14,191.0,2442.76,1798.47,128.46214285714285,9.41607329842932,13.642857142857142,174.48285714285717,2994.606,1196.1360000000002
7,776.0,2447.82,1826.93,260.99,2.354291237113402,110.85714285714286,349.68857142857144,2560.892,733.9619999999998
14,414.0,1919.7,1918.89,137.06357142857144,4.635000000000001,29.571428571428573,137.12142857142857,2781.12,862.2299999999998
7,847.0,1994.62,1851.7,264.5285714285714,2.1861865407319954,121.0,284.94571428571425,2320.922,469.222
6,924.0,1227.21,1871.76,311.96,2.025714285714286,154.0,204.535,1795.126,76.63400000000001
2,933.0,1589.58,1489.99,744.995,1.5969882100750268,466.5,794.79,1616.598,126.60799999999995
1,211.0,958.08,891.9,891.9,4.2270142180094785,211.0,958.08,862.798,29.101999999999975
10,773.0,865.92,1837.11,183.71099999999998,2.3765976714100905,77.3,86.592,1910.4019999999998,73.29199999999992
3,196.0,1211.68,1229.87,409.95666666666665,6.27484693877551,65.33333333333333,403.8933333333334,1158.208,71.66199999999981
14,49.0,954.02,1480.87,105.77642857142857,30.221836734693877,3.5,68.14428571428572,2030.8319999999999,549.962
5,477.0,655.24,935.38,187.076,1.9609643605870022,95.4,131.048,1150.7939999999999,215.41399999999987
5,828.0,1606.84,1690.82,338.164,2.0420531400966184,165.6,321.368,1879.704,188.88400000000001
11,458.0,1364.29,1649.04,149.91272727272727,3.600524017467249,41.63636363636363,124.02636363636363,2167.674,518.634
3,289.0,1245.67,1279.31,426.43666666666667,4.4266782006920415,96.33333333333333,415.22333333333336,1220.452,58.85799999999995
1,1060.0,501.67,658.14,658.14,0.6208867924528302,1060.0,501.67,921.002,262.86199999999997
5,1085.0,2486.43,1664.83,332.966,1.534405529953917,217.0,497.28599999999994,2573.108,908.2780000000002
4,675.0,381.48,779.68,194.92,1.1550814814814814,168.75,95.37,975.638,195.95800000000008
8,415.0,1214.97,1473.75,184.21875,3.5512048192771086,51.875,151.87125,1758.732,284.98199999999997
6,425.0,709.75,1114.9,185.8166666666667,2.623294117647059,70.83333333333333,118.29166666666667,1260.1,145.19999999999982
7,313.0,2408.02,1637.65,233.95000000000002,5.232108626198083,44.714285714285715,344.0028571428571,2328.662,691.0119999999997
13,235.0,426.07,897.26,69.02,3.818127659574468,18.076923076923077,32.77461538461539,1704.392,807.1320000000001
7,635.0,1406.31,1630.66,232.95142857142858,2.567968503937008,90.71428571428571,200.90142857142857,1872.536,241.87599999999998
10,1009.0,2164.22,1889.87,188.987,1.8730128840436073,100.9,216.42199999999997,2795.582,905.712
3,692.0,450.7,748.57,249.52333333333334,1.0817485549132948,230.66666666666666,150.23333333333332,924.82,176.25
2,91.0,1073.76,1013.78,506.89,11.14043956043956,45.5,536.88,927.036,86.74400000000003
8,1187.0,1045.91,2047.06,255.8825,1.7245661331086772,148.375,130.73875,2004.6960000000001,42.363999999999805
14,600.0,1120.05,1847.84,131.98857142857142,3.079733333333333,42.857142857142854,80.00357142857142,2385.0299999999997,537.1899999999998
5,210.0,710.49,483.34,96.66799999999999,2.3016190476190475,42.0,142.098,1063.7939999999999,580.454
12,10.0,1203.1,1564.9,130.40833333333333,156.49,0.8333333333333334,100.25833333333333,1957.6599999999999,392.75999999999976
1,452.0,275.05,282.89,282.89,0.6258628318584071,452.0,275.05,511.42999999999995,228.53999999999996
4,256.0,2218.74,1476.03,369.0075,5.7657421875,64.0,554.685,1889.444,413.414
8,312.0,2383.17,1557.27,194.65875,4.99125,39.0,297.89625,2413.302,856.0320000000002
2,1175.0,816.2,1237.62,618.81,1.0532936170212766,587.5,408.1,1261.47,23.850000000000136
11,960.0,383.64,1248.46,113.49636363636364,1.3004791666666666,87.27272727272727,34.876363636363635,1805.184,556.7239999999999
6,690.0,1009.37,1559.83,259.97166666666664,2.260623188405797,115.0,168.22833333333332,1559.1219999999998,0.7080000000000837
14,487.0,579.29,1516.68,108.33428571428571,3.114332648870637,34.785714285714285,41.37785714285714,2009.7240000000002,493.0440000000001
8,75.0,315.71,593.83,74.22875,7.9177333333333335,9.375,39.46375,1062.926,469.0959999999999
13,360.0,271.93,1017.64,78.28,2.8267777777777776,27.692307692307693,20.91769230769231,1668.158,650.5179999999999
11,708.0,1871.77,1916.37,174.21545454545455,2.706737288135593,64.36363636363636,170.1609090909091,2584.662,668.2919999999999
3,182.0,347.82,384.77,128.25666666666666,2.114120879120879,60.666666666666664,115.94,633.592,248.822
10,683.0,2442.92,1643.68,164.368,2.406559297218155,68.3,244.292,2816.102,1172.4219999999998
5,392.0,1264.6,1465.72,293.144,3.739081632653061,78.4,252.92,1478.1599999999999,12.439999999999827
10,175.0,1443.25,1635.5,163.55,9.345714285714285,17.5,144.325,1987.6999999999998,352.1999999999998
7,577.0,1959.13,1603.6,229.08571428571426,2.779202772963605,82.42857142857143,279.8757142857143,2178.128,574.5280000000002
13,799.0,951.92,1793.36,137.95076923076923,2.24450563204005,61.46153846153846,73.22461538461538,2273.7019999999998,480.34199999999987
13,608.0,370.89,1170.54,90.04153846153847,1.9252302631578946,46.76923076923077,28.529999999999998,1839.134,668.594
7,194.0,202.49,686.23,98.03285714285714,3.5372680412371134,27.714285714285715,28.927142857142858,951.794,265.56399999999996
13,889.0,232.72,1394.38,107.26,1.5684814398200226,68.38461538461539,17.90153846153846,1882.682,488.3019999999999
7,901.0,136.8,1222.6,174.65714285714284,1.3569367369589345,128.71428571428572,19.542857142857144,1230.53,7.930000000000064
1,698.0,1525.82,1398.75,1398.75,2.003939828080229,698.0,1525.82,1372.592,26.1579999999999
9,592.0,793.55,1235.69,137.29888888888888,2.0873141891891893,65.77777777777777,88.17222222222222,1685.53,449.8399999999999
14,1015.0,871.76,1846.41,131.88642857142858,1.8191231527093596,72.5,62.26857142857143,2422.806,576.396
9,524.0,136.46,848.89,94.32111111111111,1.6200190839694657,58.22222222222222,15.162222222222223,1260.676,411.78599999999994
5,781.0,2114.27,1789.85,357.96999999999997,2.291741357234315,156.2,422.854,2163.0119999999997,373.1619999999998
3,200.0,58.24,494.63,164.87666666666667,2.47315,66.66666666666667,19.413333333333334,455.416,39.214
5,503.0,2335.55,1649.42,329.884,3.279165009940358,100.6,467.11,2170.6800000000003,521.2600000000002
11,667.0,2221.67,1872.89,170.2627272727273,2.807931034482759,60.63636363636363,201.97,2776.152,903.262
7,336.0,1843.58,1691.68,241.66857142857143,5.034761904761905,48.0,263.36857142857144,2000.348,308.6679999999999
4,217.0,1506.46,1455.37,363.8425,6.706774193548386,54.25,376.615,1444.5259999999998,10.844000000000051
8,207.0,1146.93,1479.01,184.87625,7.144975845410628,25.875,143.36625,1624.308,145.298
7,690.0,1807.71,1710.98,244.4257142857143,2.4796811594202897,98.57142857142857,258.2442857142857,2138.126,427.1460000000002
2,251.0,1916.43,1285.2,642.6,5.120318725099602,125.5,958.215,1505.808,220.60799999999995
4,627.0,956.98,1337.63,334.4075,2.1333811802232856,156.75,239.245,1299.338,38.292000000000144
1,432.0,581.71,448.34,448.34,1.037824074074074,432.0,581.71,686.4259999999999,238.08599999999996
4,1194.0,2250.51,1691.15,422.7875,1.4163735343383586,298.5,562.6275,2330.6059999999998,639.4559999999997
10,64.0,455.9,774.64,77.464,12.10375,6.4,45.589999999999996,1340.6599999999999,566.0199999999999
8,15.0,377.85,657.8,82.225,43.85333333333333,1.875,47.23125,1065.41,407.6100000000001
11,741.0,1207.39,1878.06,170.73272727272726,2.534493927125506,67.36363636363636,109.76272727272728,2200.884,322.82400000000007
8,638.0,1007.48,1483.06,185.3825,2.3245454545454542,79.75,125.935,1734.5879999999997,251.5279999999998
12,965.0,1700.28,1879.09,156.59083333333334,1.947243523316062,80.41666666666667,141.69,2697.4179999999997,818.3279999999997
8,1182.0,990.07,1840.75,230.09375,1.5573181049069373,147.75,123.75875,1968.942,128.192
13,1062.0,869.28,2090.54,160.81076923076924,1.9684934086629002,81.6923076923077,66.86769230769231,2342.468,251.92799999999988
1,754.0,1220.47,1346.14,1346.14,1.7853315649867376,754.0,1220.47,1214.582,131.558
14,767.0,186.47,1292.77,92.34071428571428,1.685488917861799,54.785714285714285,13.319285714285714,1900.0320000000002,607.2620000000002
11,775.0,1752.23,1809.29,164.48090909090908,2.334567741935484,70.45454545454545,159.29363636363635,2543.0879999999997,733.7979999999998
8,592.0,1402.98,1561.41,195.17625,2.637516891891892,74.0,175.3725,1951.188,389.778
6,957.0,727.75,1448.72,241.45333333333335,1.5138140020898643,159.5,121.29166666666667,1510.3000000000002,61.580000000000155
9,800.0,2167.72,1726.51,191.83444444444444,2.1581375,88.88888888888889,240.85777777777776,2603.6319999999996,877.1219999999996
6,1198.0,222.6,1107.96,184.66,0.9248414023372288,199.66666666666666,37.1,1365.6599999999999,257.6999999999998
3,1092.0,1737.65,1462.01,487.33666666666664,1.3388369963369964,364.0,579.2166666666667,1876.9900000000002,414.98000000000025
12,958.0,2499.84,1791.69,149.3075,1.870240083507307,79.83333333333333,208.32000000000002,3174.004,1382.3139999999999
11,955.0,1282.19,2000.42,181.85636363636365,2.0946806282722514,86.81818181818181,116.56272727272727,2342.064,341.6439999999998
11,605.0,1880.69,1711.55,155.59545454545454,2.82900826446281,55.0,170.97181818181818,2543.6639999999998,832.1139999999998
7,670.0,1558.02,1702.81,243.25857142857143,2.541507462686567,95.71428571428571,222.5742857142857,1979.312,276.50199999999995
11,844.0,1962.77,1787.57,162.50636363636363,2.117973933649289,76.72727272727273,178.43363636363637,2700.462,912.892
3,718.0,1158.02,1416.98,472.32666666666665,1.973509749303621,239.33333333333334,386.00666666666666,1360.912,56.067999999999984
6,323.0,1477.23,1608.55,268.09166666666664,4.980030959752322,53.833333333333336,246.205,1674.688,66.13800000000015
14,616.0,2374.41,1828.37,130.59785714285712,2.968133116883117,44.0,169.60071428571428,3144.846,1316.476
8,752.0,1519.78,1662.92,207.865,2.2113297872340425,94.0,189.9725,2093.268,430.34799999999996
1,1166.0,1423.69,1412.13,1412.13,1.211089193825043,1166.0,1423.69,1521.914,109.78399999999988
3,1187.0,1632.14,1451.85,483.95,1.2231255265374894,395.6666666666667,544.0466666666667,1856.434,404.58400000000006
3,1013.0,166.52,711.07,237.02333333333334,0.7019447186574531,337.6666666666667,55.50666666666667,898.7620000000001,187.692
5,741.0,429.24,951.92,190.384,1.2846423751686908,148.2,85.848,1133.9940000000001,182.07400000000018
14,467.0,2176.26,1809.83,129.27357142857142,3.875438972162741,33.357142857142854,155.44714285714286,2958.906,1149.076
3,224.0,358.77,406.36,135.45333333333335,1.814107142857143,74.66666666666667,119.58999999999999,659.062,252.702
3,712.0,512.23,751.16,250.38666666666666,1.055,237.33333333333334,170.74333333333334,970.738,219.5780000000001
12,218.0,901.03,1371.86,114.32166666666666,6.2929357798165135,18.166666666666668,75.08583333333333,1881.7179999999998,509.85799999999995
6,373.0,587.38,956.61,159.435,2.5646380697050937,62.166666666666664,97.89666666666666,1163.278,206.668
8,562.0,2479.33,1478.31,184.78875,2.630444839857651,70.25,309.91625,2583.498,1105.188
5,132.0,2387.03,1454.05,290.81,11.015530303030303,26.4,477.40600000000006,2034.618,580.568
