days,miles,receipts,output,output_rounded,efficiency,spending_per_day
11,960.0,383.64,1248.46,1248.0,87.27272727272727,34.876363636363635
6,690.0,1009.37,1559.83,1560.0,115.0,168.22833333333332
14,487.0,579.29,1516.68,1517.0,34.785714285714285,41.37785714285714
8,75.0,315.71,593.83,594.0,9.375,39.46375
13,360.0,271.93,1017.64,1018.0,27.692307692307693,20.91769230769231
11,708.0,1871.77,1916.37,1916.0,64.36363636363636,170.1609090909091
3,182.0,347.82,384.77,385.0,60.666666666666664,115.94
10,683.0,2442.92,1643.68,1644.0,68.3,244.292
5,392.0,1264.6,1465.72,1466.0,78.4,252.92
10,175.0,1443.25,1635.5,1636.0,17.5,144.325
7,577.0,1959.13,1603.6,1604.0,82.42857142857143,279.8757142857143
13,799.0,951.92,1793.36,1793.0,61.46153846153846,73.22461538461538
13,608.0,370.89,1170.54,1171.0,46.76923076923077,28.529999999999998
7,194.0,202.49,686.23,686.0,27.714285714285715,28.927142857142858
13,889.0,232.72,1394.38,1394.0,68.38461538461539,17.90153846153846
7,901.0,136.8,1222.6,1223.0,128.71428571428572,19.542857142857144
1,698.0,1525.82,1398.75,1399.0,698.0,1525.82
9,592.0,793.55,1235.69,1236.0,65.77777777777777,88.17222222222222
14,1015.0,871.76,1846.41,1846.0,72.5,62.26857142857143
9,524.0,136.46,848.89,849.0,58.22222222222222,15.162222222222223
5,781.0,2114.27,1789.85,1790.0,156.2,422.854
3,200.0,58.24,494.63,495.0,66.66666666666667,19.413333333333334
5,503.0,2335.55,1649.42,1649.0,100.6,467.11
11,667.0,2221.67,1872.89,1873.0,60.63636363636363,201.97
7,336.0,1843.58,1691.68,1692.0,48.0,263.36857142857144
4,217.0,1506.46,1455.37,1455.0,54.25,376.615
8,207.0,1146.93,1479.01,1479.0,25.875,143.36625
7,690.0,1807.71,1710.98,1711.0,98.57142857142857,258.2442857142857
2,251.0,1916.43,1285.2,1285.0,125.5,958.215
4,627.0,956.98,1337.63,1338.0,156.75,239.245
1,432.0,581.71,448.34,448.0,432.0,581.71
4,1194.0,2250.51,1691.15,1691.0,298.5,562.6275
10,64.0,455.9,774.64,775.0,6.4,45.589999999999996
8,15.0,377.85,657.8,658.0,1.875,47.23125
11,741.0,1207.39,1878.06,1878.0,67.36363636363636,109.76272727272728
8,638.0,1007.48,1483.06,1483.0,79.75,125.935
12,965.0,1700.28,1879.09,1879.0,80.41666666666667,141.69
8,1182.0,990.07,1840.75,1841.0,147.75,123.75875
13,1062.0,869.28,2090.54,2091.0,81.6923076923077,66.86769230769231
1,754.0,1220.47,1346.14,1346.0,754.0,1220.47
14,767.0,186.47,1292.77,1293.0,54.785714285714285,13.319285714285714
11,775.0,1752.23,1809.29,1809.0,70.45454545454545,159.29363636363635
8,592.0,1402.98,1561.41,1561.0,74.0,175.3725
6,957.0,727.75,1448.72,1449.0,159.5,121.29166666666667
9,800.0,2167.72,1726.51,1727.0,88.88888888888889,240.85777777777776
6,1198.0,222.6,1107.96,1108.0,199.66666666666666,37.1
3,1092.0,1737.65,1462.01,1462.0,364.0,579.2166666666667
12,958.0,2499.84,1791.69,1792.0,79.83333333333333,208.32000000000002
11,955.0,1282.19,2000.42,2000.0,86.81818181818181,116.56272727272727
11,605.0,1880.69,1711.55,1712.0,55.0,170.97181818181818
7,670.0,1558.02,1702.81,1703.0,95.71428571428571,222.5742857142857
11,844.0,1962.77,1787.57,1788.0,76.72727272727273,178.43363636363637
3,718.0,1158.02,1416.98,1417.0,239.33333333333334,386.00666666666666
6,323.0,1477.23,1608.55,1609.0,53.833333333333336,246.205
14,616.0,2374.41,1828.37,1828.0,44.0,169.60071428571428
8,752.0,1519.78,1662.92,1663.0,94.0,189.9725
1,1166.0,1423.69,1412.13,1412.0,1166.0,1423.69
3,1187.0,1632.14,1451.85,1452.0,395.6666666666667,544.0466666666667
3,1013.0,166.52,711.07,711.0,337.6666666666667,55.50666666666667
5,741.0,429.24,951.92,952.0,148.2,85.848
14,467.0,2176.26,1809.83,1810.0,33.357142857142854,155.44714285714286
3,224.0,358.77,406.36,406.0,74.66666666666667,119.58999999999999
3,712.0,512.23,751.16,751.0,237.33333333333334,170.74333333333334
12,218.0,901.03,1371.86,1372.0,18.166666666666668,75.08583333333333
6,373.0,587.38,956.61,957.0,62.166666666666664,97.89666666666666
8,562.0,2479.33,1478.31,1478.0,70.25,309.91625
5,132.0,2387.03,1454.05,1454.0,26.4,477.40600000000006
3,98.0,871.46,866.05,866.0,32.666666666666664,290.4866666666667
14,545.0,1206.76,1977.89,1978.0,38.92857142857143,86.19714285714285
1,869.0,1498.88,1398.94,1399.0,869.0,1498.88
2,875.0,393.25,640.56,641.0,437.5,196.625
8,888.0,2296.07,1718.71,1719.0,111.0,287.00875
1,716.0,1396.41,1376.59,1377.0,716.0,1396.41
8,1025.0,1031.33,2214.64,2215.0,128.125,128.91625
9,1064.0,2016.76,1810.94,1811.0,118.22222222222223,224.08444444444444
4,463.0,1963.41,1607.34,1607.0,115.75,490.8525
1,678.0,1478.57,1370.31,1370.0,678.0,1478.57
1,436.0,1358.14,1154.03,1154.0,436.0,1358.14
5,586.0,2135.36,1661.61,1662.0,117.2,427.072
1,797.0,126.8,543.18,543.0,797.0,126.8
14,481.0,939.99,877.17,877.0,34.357142857142854,67.14214285714286
7,172.0,1486.86,1557.94,1558.0,24.571428571428573,212.4085714285714
10,1192.0,23.47,1157.87,1158.0,119.2,2.347
7,981.0,658.85,1351.69,1352.0,140.14285714285714,94.12142857142858
10,692.0,1671.71,1701.23,1701.0,69.2,167.171
13,710.0,2223.86,1979.83,1980.0,54.61538461538461,171.06615384615387
12,380.0,1526.79,1787.41,1787.0,31.666666666666668,127.2325
3,133.0,1728.5,1373.4,1373.0,44.333333333333336,576.1666666666666
4,730.0,799.25,1250.66,1251.0,182.5,199.8125
12,1070.0,1055.51,2030.76,2031.0,89.16666666666667,87.95916666666666
8,1185.0,554.98,1545.67,1546.0,148.125,69.3725
11,456.0,2223.72,1600.1,1600.0,41.45454545454545,202.1563636363636
12,85.0,1056.43,1466.31,1466.0,7.083333333333333,88.03583333333334
2,543.0,103.37,544.12,544.0,271.5,51.685
6,367.0,1947.68,1606.76,1607.0,61.166666666666664,324.61333333333334
1,481.0,1792.17,1215.84,1216.0,481.0,1792.17
5,233.0,1862.04,1562.23,1562.0,46.6,372.408
1,45.0,1070.22,922.69,923.0,45.0,1070.22
5,152.0,2444.81,1523.75,1524.0,30.4,488.962
7,344.0,1242.05,1514.4,1514.0,49.142857142857146,177.43571428571428
5,320.0,1584.55,1584.73,1585.0,64.0,316.90999999999997
9,989.0,378.12,1193.72,1194.0,109.88888888888889,42.013333333333335
10,57.0,936.89,1237.07,1237.0,5.7,93.689
12,342.0,2253.61,1659.5,1660.0,28.5,187.80083333333334
2,983.0,2109.93,1519.98,1520.0,491.5,1054.965
10,886.0,1990.03,1749.93,1750.0,88.6,199.003
10,5.0,836.86,1116.56,1117.0,0.5,83.686
3,80.0,517.54,457.49,457.0,26.666666666666668,172.51333333333332
8,482.0,1411.49,631.81,632.0,60.25,176.43625
4,11.0,312.01,426.22,426.0,2.75,78.0025
12,1075.0,2328.11,1798.38,1798.0,89.58333333333333,194.0091666666667
13,632.0,268.91,1396.28,1396.0,48.61538461538461,20.685384615384617
8,323.0,46.48,703.45,703.0,40.375,5.81
11,527.0,1550.32,1806.06,1806.0,47.90909090909091,140.93818181818182
5,948.0,898.6,1499.68,1500.0,189.6,179.72
5,504.0,1502.63,1628.66,1629.0,100.8,300.526
10,793.0,1422.29,2007.62,2008.0,79.3,142.22899999999998
13,32.0,232.43,805.12,805.0,2.4615384615384617,17.87923076923077
9,768.0,1815.6,1666.18,1666.0,85.33333333333333,201.73333333333332
9,994.0,1742.62,1849.58,1850.0,110.44444444444444,193.62444444444444
1,1105.0,1432.3,1387.17,1387.0,1105.0,1432.3
12,178.0,507.59,907.19,907.0,14.833333333333334,42.299166666666665
10,472.0,431.95,924.65,925.0,47.2,43.195
5,716.0,1111.23,1492.08,1492.0,143.2,222.246
3,771.0,725.67,1166.93,1167.0,257.0,241.89
13,1054.0,1131.25,2162.03,2162.0,81.07692307692308,87.01923076923077
10,872.0,2191.27,1776.62,1777.0,87.2,219.127
12,1077.0,32.55,1387.43,1387.0,89.75,2.7125
12,211.0,749.56,1285.23,1285.0,17.583333333333332,62.46333333333333
4,199.0,1310.01,1400.57,1401.0,49.75,327.5025
2,1029.0,1702.6,1577.55,1578.0,514.5,851.3
10,643.0,2263.77,1685.92,1686.0,64.3,226.377
10,797.0,1706.73,1724.42,1724.0,79.7,170.673
12,657.0,322.5,1113.16,1113.0,54.75,26.875
8,177.0,486.06,751.58,752.0,22.125,60.7575
2,222.0,456.24,437.4,437.0,111.0,228.12
3,555.0,2342.76,1458.63,1459.0,185.0,780.9200000000001
2,785.0,1964.63,1522.76,1523.0,392.5,982.315
5,104.0,281.67,464.68,465.0,20.8,56.334
1,673.0,2026.16,1372.83,1373.0,673.0,2026.16
10,877.0,1711.12,1897.37,1897.0,87.7,171.112
1,250.0,1300.17,1145.33,1145.0,250.0,1300.17
1,467.0,296.49,221.23,221.0,467.0,296.49
10,1026.0,828.82,1865.67,1866.0,102.6,82.882
11,1106.0,2250.54,2050.62,2051.0,100.54545454545455,204.59454545454545
12,452.0,816.56,1243.1,1243.0,37.666666666666664,68.04666666666667
14,865.0,2497.16,1885.87,1886.0,61.785714285714285,178.3685714285714
8,107.0,2450.89,1468.19,1468.0,13.375,306.36125
8,80.0,1092.18,1365.73,1366.0,10.0,136.5225
8,945.0,766.98,1625.53,1626.0,118.125,95.8725
13,1140.0,1607.8,2214.64,2215.0,87.6923076923077,123.67692307692307
2,636.0,1438.19,1435.96,1436.0,318.0,719.095
14,865.0,1422.11,1921.18,1921.0,61.785714285714285,101.5792857142857
12,482.0,1710.47,1746.74,1747.0,40.166666666666664,142.53916666666666
2,68.0,756.61,648.53,649.0,34.0,378.305
14,512.0,526.84,1306.64,1307.0,36.57142857142857,37.63142857142857
14,1001.0,1647.24,2080.0,2080.0,71.5,117.66
1,547.0,573.6,616.27,616.0,547.0,573.6
10,5.0,1338.9,1610.25,1610.0,0.5,133.89000000000001
3,1158.0,1107.4,1361.3,1361.0,386.0,369.1333333333334
1,993.0,1143.58,1328.85,1329.0,993.0,1143.58
6,378.0,837.63,1215.96,1216.0,63.0,139.605
11,1156.0,2231.86,1988.56,1989.0,105.0909090909091,202.89636363636365
5,1050.0,882.86,1430.04,1430.0,210.0,176.572
8,836.0,735.52,1606.63,1607.0,104.5,91.94
11,654.0,1516.42,1870.43,1870.0,59.45454545454545,137.85636363636365
8,633.0,1308.36,1639.12,1639.0,79.125,163.545
12,713.0,1642.01,1873.19,1873.0,59.416666666666664,136.83416666666668
5,96.0,1105.47,1312.16,1312.0,19.2,221.094
7,1054.0,576.47,1344.18,1344.0,150.57142857142858,82.35285714285715
12,495.0,1948.13,1831.92,1832.0,41.25,162.34416666666667
1,1068.0,2011.28,1421.45,1421.0,1068.0,2011.28
7,1000.0,1620.46,1971.23,1971.0,142.85714285714286,231.49428571428572
13,855.0,1798.75,1951.77,1952.0,65.76923076923077,138.3653846153846
8,544.0,1279.51,1483.77,1484.0,68.0,159.93875
11,816.0,544.99,1077.12,1077.0,74.18181818181819,49.54454545454546
5,1080.0,2383.82,1664.76,1665.0,216.0,476.764
8,1124.0,1908.69,1833.27,1833.0,140.5,238.58625
3,29.0,1632.85,1269.1,1269.0,9.666666666666666,544.2833333333333
6,470.0,2235.72,1628.6,1629.0,78.33333333333333,372.61999999999995
7,287.0,2293.5,1558.09,1558.0,41.0,327.64285714285717
4,72.0,1367.29,1302.97,1303.0,18.0,341.8225
6,344.0,233.31,800.18,800.0,57.333333333333336,38.885
8,801.0,1241.21,1780.65,1781.0,100.125,155.15125
5,629.0,484.34,1029.87,1030.0,125.8,96.868
11,327.0,961.08,1356.46,1356.0,29.727272727272727,87.3709090909091
14,94.0,105.94,1180.63,1181.0,6.714285714285714,7.567142857142857
4,1113.0,2103.82,1695.08,1695.0,278.25,525.955
14,267.0,2090.21,1968.4,1968.0,19.071428571428573,149.3007142857143
1,979.0,1292.54,1313.53,1314.0,979.0,1292.54
10,625.0,519.94,1229.41,1229.0,62.5,51.99400000000001
14,457.0,848.61,1492.64,1493.0,32.642857142857146,60.615
11,398.0,723.39,1154.77,1155.0,36.18181818181818,65.76272727272728
14,68.0,438.96,866.76,867.0,4.857142857142857,31.354285714285712
3,769.0,2497.93,1587.8,1588.0,256.3333333333333,832.6433333333333
13,694.0,1054.31,1815.02,1815.0,53.38461538461539,81.10076923076923
12,1088.0,1977.91,1883.21,1883.0,90.66666666666667,164.82583333333335
9,101.0,950.23,1281.64,1282.0,11.222222222222221,105.58111111111111
1,170.0,2452.85,1209.08,1209.0,170.0,2452.85
12,1135.0,475.95,1447.39,1447.0,94.58333333333333,39.6625
3,1109.0,2092.26,1436.66,1437.0,369.6666666666667,697.4200000000001
7,753.0,358.13,1084.79,1085.0,107.57142857142857,51.16142857142857
2,521.0,467.19,667.85,668.0,260.5,233.595
12,1003.0,983.23,1996.18,1996.0,83.58333333333333,81.93583333333333
3,269.0,708.05,799.12,799.0,89.66666666666667,236.01666666666665
14,646.0,2418.19,1931.21,1931.0,46.142857142857146,172.72785714285715
14,1153.0,346.58,1292.93,1293.0,82.35714285714286,24.755714285714284
4,18.0,289.06,380.88,381.0,4.5,72.265
13,1167.0,1074.36,2197.33,2197.0,89.76923076923077,82.64307692307692
1,1113.0,1536.0,1403.6,1404.0,1113.0,1536.0
6,930.0,1907.95,1788.75,1789.0,155.0,317.9916666666667
5,714.0,617.72,1164.2,1164.0,142.8,123.54400000000001
7,256.0,2180.53,1548.87,1549.0,36.57142857142857,311.50428571428574
9,1063.0,2497.79,1761.94,1762.0,118.11111111111111,277.53222222222223
11,512.0,2016.19,1710.53,1711.0,46.54545454545455,183.29
9,463.0,1024.53,1476.48,1476.0,51.44444444444444,113.83666666666666
12,714.0,2003.23,1829.06,1829.0,59.5,166.93583333333333
9,1165.0,1868.79,1945.95,1946.0,129.44444444444446,207.64333333333332
1,872.0,2420.07,1456.34,1456.0,872.0,2420.07
10,631.0,1220.71,1730.86,1731.0,63.1,122.071
9,633.0,888.17,1384.78,1385.0,70.33333333333333,98.68555555555555
4,1065.0,119.34,781.82,782.0,266.25,29.835
12,947.0,193.05,1225.63,1226.0,78.91666666666667,16.087500000000002
4,159.0,568.58,647.0,647.0,39.75,142.145
1,292.0,449.83,363.02,363.0,292.0,449.83
1,1115.0,926.13,1192.88,1193.0,1115.0,926.13
7,1168.0,667.94,1639.55,1640.0,166.85714285714286,95.42
4,348.0,2047.08,1507.04,1507.0,87.0,511.77
8,77.0,1930.98,1485.69,1486.0,9.625,241.3725
7,1033.0,1013.03,2119.83,2120.0,147.57142857142858,144.71857142857144
4,672.0,1603.52,1612.43,1612.0,168.0,400.88
4,1191.0,999.45,1478.93,1479.0,297.75,249.8625
8,392.0,661.27,978.13,978.0,49.0,82.65875
7,951.0,584.4,1253.76,1254.0,135.85714285714286,83.48571428571428
5,778.0,2423.47,1643.96,1644.0,155.6,484.69399999999996
11,958.0,1999.13,1900.18,1900.0,87.0909090909091,181.73909090909092
3,186.0,1068.31,1152.04,1152.0,62.0,356.1033333333333
5,1116.0,2460.46,1711.97,1712.0,223.2,492.092
13,63.0,107.92,710.25,710.0,4.846153846153846,8.301538461538462
6,170.0,476.99,600.23,600.0,28.333333333333332,79.49833333333333
3,870.0,413.23,795.8,796.0,290.0,137.74333333333334
12,852.0,1957.9,1944.89,1945.0,71.0,163.15833333333333
6,420.0,386.77,929.16,929.0,70.0,64.46166666666666
6,668.0,1922.45,1796.98,1797.0,111.33333333333333,320.40833333333336
8,795.0,1645.99,644.69,645.0,99.375,205.74875
4,420.0,927.74,1238.04,1238.0,105.0,231.935
12,1074.0,2407.71,1843.97,1844.0,89.5,200.6425
12,916.0,2394.85,1740.85,1741.0,76.33333333333333,199.57083333333333
4,1075.0,586.17,1023.65,1024.0,268.75,146.5425
5,1143.0,1217.72,1745.09,1745.0,228.6,243.544
2,719.0,591.44,755.3,755.0,359.5,295.72
4,197.0,1858.84,1416.33,1416.0,49.25,464.71
6,248.0,395.4,710.15,710.0,41.333333333333336,65.89999999999999
10,834.0,1820.8,1883.49,1883.0,83.4,182.07999999999998
1,1112.0,2011.44,1423.85,1424.0,1112.0,2011.44
12,1189.0,1453.16,2162.13,2162.0,99.08333333333333,121.09666666666668
14,269.0,1349.61,1832.34,1832.0,19.214285714285715,96.40071428571427
7,671.0,1262.85,1600.42,1600.0,95.85714285714286,180.40714285714284
9,52.0,350.58,601.81,602.0,5.777777777777778,38.95333333333333
14,976.0,1526.58,1995.87,1996.0,69.71428571428571,109.04142857142857
2,370.0,1554.5,1311.23,1311.0,185.0,777.25
4,1180.0,1948.55,1565.16,1565.0,295.0,487.1375
5,36.0,2022.94,1410.58,1411.0,7.2,404.588
5,691.0,1030.64,1465.26,1465.0,138.2,206.12800000000001
8,52.0,2353.5,1485.05,1485.0,6.5,294.1875
11,24.0,2029.04,1569.37,1569.0,2.1818181818181817,184.45818181818183
8,221.0,936.98,1287.0,1287.0,27.625,117.1225
1,85.0,89.83,175.53,176.0,85.0,89.83
7,803.0,12.75,1146.78,1147.0,114.71428571428571,1.8214285714285714
12,893.0,910.41,1862.13,1862.0,74.41666666666667,75.86749999999999
14,113.0,1091.13,1703.02,1703.0,8.071428571428571,77.93785714285715
5,516.0,1878.49,669.85,670.0,103.2,375.698
14,904.0,2005.96,1970.01,1970.0,64.57142857142857,143.28285714285715
1,1058.0,1601.04,1465.9,1466.0,1058.0,1601.04
14,555.0,313.73,1201.26,1201.0,39.642857142857146,22.409285714285716
7,738.0,730.28,1429.72,1430.0,105.42857142857143,104.32571428571428
8,792.0,2437.24,1556.7,1557.0,99.0,304.655
5,831.0,432.8,901.36,901.0,166.2,86.56
7,709.0,320.8,1116.62,1117.0,101.28571428571429,45.82857142857143
9,1078.0,161.85,1260.96,1261.0,119.77777777777777,17.983333333333334
2,616.0,968.93,1163.1,1163.0,308.0,484.465
2,570.0,2297.12,1423.86,1424.0,285.0,1148.56
9,13.0,986.41,1271.52,1272.0,1.4444444444444444,109.60111111111111
7,381.0,2106.96,1705.27,1705.0,54.42857142857143,300.9942857142857
9,460.0,2424.47,1624.68,1625.0,51.111111111111114,269.3855555555555
4,425.0,1286.54,1449.26,1449.0,106.25,321.635
11,437.0,1053.24,1630.47,1630.0,39.72727272727273,95.74909090909091
9,1000.0,1901.79,1778.65,1779.0,111.11111111111111,211.31
1,553.0,1687.11,1295.34,1295.0,553.0,1687.11
10,5.0,1094.06,1361.08,1361.0,0.5,109.40599999999999
12,931.0,864.21,1663.58,1664.0,77.58333333333333,72.0175
6,436.0,914.53,1389.11,1389.0,72.66666666666667,152.42166666666665
3,1074.0,247.32,636.02,636.0,358.0,82.44
9,896.0,1398.54,1727.1,1727.0,99.55555555555556,155.39333333333332
1,462.0,2047.57,1202.9,1203.0,462.0,2047.57
3,665.0,2418.16,1490.96,1491.0,221.66666666666666,806.0533333333333
11,532.0,2419.86,1653.69,1654.0,48.36363636363637,219.98727272727274
9,483.0,52.64,949.04,949.0,53.666666666666664,5.848888888888889
12,296.0,326.83,981.72,982.0,24.666666666666668,27.235833333333332
9,131.0,1990.0,1557.2,1557.0,14.555555555555555,221.11111111111111
6,836.0,2035.17,1718.79,1719.0,139.33333333333334,339.195
10,532.0,1223.36,1631.49,1631.0,53.2,122.33599999999998
14,595.0,2140.61,1989.13,1989.0,42.5,152.9007142857143
7,623.0,1894.02,1739.49,1739.0,89.0,270.57428571428574
5,1077.0,2234.35,1665.23,1665.0,215.4,446.87
5,579.0,1018.52,1468.01,1468.0,115.8,203.704
8,255.0,1817.19,1510.91,1511.0,31.875,227.14875
8,1009.0,1378.07,1903.76,1904.0,126.125,172.25875
10,87.0,498.96,781.97,782.0,8.7,49.896
1,809.0,1734.56,1447.25,1447.0,809.0,1734.56
9,1079.0,1981.94,1763.16,1763.0,119.88888888888889,220.21555555555557
8,1134.0,1049.84,2073.13,2073.0,141.75,131.23
8,403.0,654.97,895.14,895.0,50.375,81.87125
8,534.0,429.88,916.02,916.0,66.75,53.735
13,564.0,2245.56,1745.09,1745.0,43.38461538461539,172.73538461538462
2,752.0,958.29,1144.41,1144.0,376.0,479.145
11,293.0,1410.0,1673.7,1674.0,26.636363636363637,128.1818181818182
5,919.0,470.23,1119.17,1119.0,183.8,94.046
5,103.0,333.22,573.58,574.0,20.6,66.644
1,893.0,19.76,570.71,571.0,893.0,19.76
12,37.0,52.65,789.01,789.0,3.0833333333333335,4.3875
8,1142.0,776.74,1827.44,1827.0,142.75,97.0925
5,332.0,218.03,801.73,802.0,66.4,43.606
7,950.0,1739.62,2032.23,2032.0,135.71428571428572,248.51714285714283
9,223.0,1916.03,1623.73,1624.0,24.77777777777778,212.89222222222222
6,522.0,1210.87,1577.01,1577.0,87.0,201.81166666666664
12,46.0,2077.07,1666.29,1666.0,3.8333333333333335,173.08916666666667
2,252.0,1545.94,1300.19,1300.0,126.0,772.97
14,999.0,619.42,1510.57,1511.0,71.35714285714286,44.24428571428571
13,125.0,2004.61,1721.56,1722.0,9.615384615384615,154.20076923076923
9,597.0,625.99,990.84,991.0,66.33333333333333,69.55444444444444
3,289.0,853.79,969.85,970.0,96.33333333333333,284.59666666666664
7,953.0,1918.24,1833.56,1834.0,136.14285714285714,274.0342857142857
4,275.0,2359.64,1483.58,1484.0,68.75,589.91
5,755.0,1584.41,1729.08,1729.0,151.0,316.882
9,803.0,880.17,1589.75,1590.0,89.22222222222223,97.79666666666667
11,293.0,285.14,966.87,967.0,26.636363636363637,25.921818181818182
6,164.0,1460.21,1535.3,1535.0,27.333333333333332,243.36833333333334
12,675.0,2277.93,1807.33,1807.0,56.25,189.8275
11,859.0,146.71,1267.98,1268.0,78.0909090909091,13.337272727272728
2,296.0,1878.7,1354.0,1354.0,148.0,939.35
7,300.0,2417.85,1634.04,1634.0,42.857142857142854,345.40714285714284
2,1155.0,1517.18,1543.17,1543.0,577.5,758.59
5,765.0,480.48,1038.42,1038.0,153.0,96.096
9,1097.0,2330.2,1728.07,1728.0,121.88888888888889,258.9111111111111
4,422.0,2049.71,1491.9,1492.0,105.5,512.4275
14,1020.0,510.33,1406.95,1407.0,72.85714285714286,36.45214285714285
4,205.0,545.57,682.22,682.0,51.25,136.3925
12,1046.0,1850.85,1875.72,1876.0,87.16666666666667,154.23749999999998
4,1001.0,739.08,1116.31,1116.0,250.25,184.77
9,938.0,742.17,1632.1,1632.0,104.22222222222223,82.46333333333332
5,351.0,407.74,883.11,883.0,70.2,81.548
9,748.0,653.42,1249.66,1250.0,83.11111111111111,72.60222222222222
13,1186.0,2462.26,1906.35,1906.0,91.23076923076923,189.4046153846154
6,384.0,1656.04,1682.33,1682.0,64.0,276.00666666666666
10,150.0,418.41,844.9,845.0,15.0,41.841
10,783.0,158.93,993.55,994.0,78.3,15.893
6,372.0,2494.69,1742.34,1742.0,62.0,415.7816666666667
10,958.0,1643.76,1827.18,1827.0,95.8,164.376
8,34.0,1225.2,1438.52,1439.0,4.25,153.15
7,151.0,2461.93,1516.58,1517.0,21.571428571428573,351.7042857142857
7,150.0,1379.35,1500.09,1500.0,21.428571428571427,197.04999999999998
6,751.0,2085.98,1757.81,1758.0,125.16666666666667,347.66333333333336
7,568.0,159.12,738.92,739.0,81.14285714285714,22.731428571428573
12,574.0,2240.9,1785.72,1786.0,47.833333333333336,186.74166666666667
13,36.0,808.38,1190.16,1190.0,2.769230769230769,62.183076923076925
14,595.0,1818.77,1889.9,1890.0,42.5,129.91214285714287
7,381.0,2342.27,1705.24,1705.0,54.42857142857143,334.61
14,174.0,815.3,1295.14,1295.0,12.428571428571429,58.23571428571428
11,226.0,2013.45,1590.82,1591.0,20.545454545454547,183.04090909090908
13,137.0,1505.66,1777.72,1778.0,10.538461538461538,115.82000000000001
13,774.0,206.45,1110.0,1110.0,59.53846153846154,15.88076923076923
5,1120.0,1514.91,1658.97,1659.0,224.0,302.982
4,862.0,2335.55,1698.94,1699.0,215.5,583.8875
8,829.0,1147.89,2004.34,2004.0,103.625,143.48625
4,380.0,446.66,764.24,764.0,95.0,111.665
9,238.0,1197.83,1560.78,1561.0,26.444444444444443,133.0922222222222
13,1199.0,493.0,1634.13,1634.0,92.23076923076923,37.92307692307692
12,710.0,1249.41,1921.09,1921.0,59.166666666666664,104.1175
14,719.0,1973.14,1980.99,1981.0,51.357142857142854,140.93857142857144
1,482.0,1697.08,1198.24,1198.0,482.0,1697.08
9,444.0,725.31,1062.52,1063.0,49.333333333333336,80.58999999999999
11,610.0,1990.79,1753.56,1754.0,55.45454545454545,180.98090909090908
4,238.0,1707.28,1483.48,1483.0,59.5,426.82
2,299.0,1612.7,1282.8,1283.0,149.5,806.35
10,273.0,799.9,1155.05,1155.0,27.3,79.99
3,154.0,274.04,406.91,407.0,51.333333333333336,91.34666666666668
7,636.0,697.02,1276.06,1276.0,90.85714285714286,99.57428571428571
2,1038.0,685.07,962.14,962.0,519.0,342.535
2,798.0,2334.41,1485.4,1485.0,399.0,1167.205
12,601.0,2166.56,1918.46,1918.0,50.083333333333336,180.54666666666665
6,290.0,814.04,1077.35,1077.0,48.333333333333336,135.67333333333332
8,16.0,259.02,543.56,544.0,2.0,32.3775
8,303.0,1072.44,1453.25,1453.0,37.875,134.055
11,372.0,2048.26,1632.61,1633.0,33.81818181818182,186.20545454545456
3,864.0,2338.52,1513.04,1513.0,288.0,779.5066666666667
11,913.0,2253.41,1758.56,1759.0,83.0,204.85545454545453
14,805.0,834.06,1683.49,1683.0,57.5,59.575714285714284
5,905.0,2317.31,1691.38,1691.0,181.0,463.462
10,728.0,226.53,1060.47,1060.0,72.8,22.653
4,842.0,893.25,1324.64,1325.0,210.5,223.3125
5,117.0,953.06,1116.8,1117.0,23.4,190.612
12,307.0,957.17,1432.75,1433.0,25.583333333333332,79.76416666666667
9,51.0,314.81,704.94,705.0,5.666666666666667,34.97888888888889
7,1071.0,841.11,1699.9,1700.0,153.0,120.15857142857143
13,922.0,1510.22,1967.87,1968.0,70.92307692307692,116.17076923076924
8,867.0,2373.39,1747.22,1747.0,108.375,296.67375
11,1013.0,1483.3,1952.8,1953.0,92.0909090909091,134.84545454545454
6,1148.0,1525.81,1776.48,1776.0,191.33333333333334,254.30166666666665
12,158.0,2195.67,1625.46,1625.0,13.166666666666666,182.9725
5,1010.0,2054.21,1810.37,1810.0,202.0,410.842
1,682.0,1517.04,1376.04,1376.0,682.0,1517.04
5,14.0,78.33,406.7,407.0,2.8,15.666
6,1203.0,1900.48,1972.88,1973.0,200.5,316.74666666666667
4,810.0,1852.31,1575.87,1576.0,202.5,463.0775
3,760.0,2073.25,1522.45,1522.0,253.33333333333334,691.0833333333334
7,868.0,625.09,1403.48,1403.0,124.0,89.29857142857144
7,205.0,103.31,683.1,683.0,29.285714285714285,14.758571428571429
5,387.0,1882.35,1588.8,1589.0,77.4,376.46999999999997
11,447.0,130.07,852.02,852.0,40.63636363636363,11.824545454545454
9,482.0,1348.44,1633.26,1633.0,53.55555555555556,149.82666666666668
7,15.0,2436.67,1459.63,1460.0,2.142857142857143,348.0957142857143
10,955.0,1182.33,1950.3,1950.0,95.5,118.23299999999999
5,41.0,2314.68,1500.28,1500.0,8.2,462.936
2,1189.0,1164.74,1666.52,1667.0,594.5,582.37
2,762.0,519.74,752.69,753.0,381.0,259.87
10,895.0,937.46,1714.8,1715.0,89.5,93.74600000000001
13,858.0,2258.01,1889.71,1890.0,66.0,173.69307692307694
11,650.0,524.8,1179.09,1179.0,59.09090909090909,47.709090909090904
