days,miles,receipts,output,receipt_factor,residual_0.5,residual_0.6,residual_0.7,residual_0.8,residual_0.9,residual_1.0,base_per_day,predicted_lookup,error_lookup
1,388.0,390.7,332.06,0.8499104171998977,136.71,97.64000000000001,58.57000000000005,19.5,-19.569999999999993,-58.639999999999986,58.57000000000005,519.49,187.43
9,576.0,1059.79,1547.5,1.4601949442814144,113.06722222222223,101.29177777777778,89.51633333333334,77.74088888888889,65.96544444444444,54.190000000000005,89.51633333333334,1497.853,49.646999999999935
9,524.0,2367.12,1640.78,0.6931545506776167,50.80222222222223,24.500888888888895,-1.800444444444439,-28.10177777777777,-54.4031111111111,-80.70444444444443,-1.800444444444439,2412.984,772.204
10,459.0,2183.11,1559.59,0.7143891054504811,46.803499999999985,24.972399999999993,3.141300000000001,-18.689800000000037,-40.520900000000026,-62.35200000000002,3.141300000000001,2288.1769999999997,728.5869999999998
4,725.0,588.9,1097.95,1.8644082187128546,200.875,186.15250000000003,171.43,156.7075,141.985,127.26250000000002,171.43,892.23,205.72000000000003
1,992.0,958.87,1222.41,1.2748443480346658,742.9750000000001,647.0880000000001,551.2010000000001,455.3140000000001,359.427,263.5400000000001,551.2010000000001,917.209,305.20100000000014
10,536.0,2194.42,1615.13,0.7360168062631584,51.79200000000001,29.847800000000007,7.903600000000006,-14.040599999999994,-35.98479999999999,-57.928999999999995,7.903600000000006,2296.094,680.9639999999999
11,1126.0,1593.03,2143.74,1.345699704337018,122.475,107.99290909090907,93.51081818181818,79.02872727272725,64.54663636363634,50.06454545454544,93.51081818181818,1929.1209999999999,214.61899999999991
10,314.0,1098.8,1539.1,1.4007098653076082,98.97,87.982,76.994,66.006,55.017999999999994,44.029999999999994,76.994,1529.1599999999999,9.940000000000055
1,9.0,2246.28,1120.22,0.49870007300959807,-2.9200000000000728,-227.548,-452.17599999999993,-676.8040000000003,-901.4320000000002,-1126.0600000000002,-452.17599999999993,1818.396,698.1759999999999
11,706.0,1508.23,2030.59,1.3463397492424896,116.04318181818181,102.33200000000001,88.62081818181818,74.90963636363635,61.198454545454524,47.48727272727272,88.62081818181818,1869.761,160.82899999999995
10,976.0,2166.02,1775.03,0.8194892013924155,69.202,47.54180000000001,25.881600000000002,4.221399999999994,-17.438800000000015,-39.099000000000004,25.881600000000002,2276.214,501.18399999999997
5,1028.0,653.19,1313.95,2.0115892772393944,197.471,184.40720000000002,171.34340000000003,158.27960000000002,145.2158,132.152,171.34340000000003,1067.233,246.7170000000001
8,1166.0,99.47,1149.07,11.551925203578968,137.416875,136.1735,134.930125,133.68675,132.443375,131.2,134.930125,781.629,367.4409999999999
12,882.0,1958.14,1944.88,0.9932282676417417,80.48416666666667,64.16633333333334,47.8485,31.53066666666666,15.212833333333341,-1.1049999999999993,47.8485,2198.6980000000003,253.8180000000002
11,448.0,732.79,1090.35,1.4879433398381527,65.81409090909091,59.15236363636363,52.490636363636355,45.828909090909086,39.16718181818181,32.50545454545454,52.490636363636355,1326.953,236.60300000000007
7,623.0,1691.39,1800.86,1.0647219151112397,136.45214285714283,112.28942857142854,88.12671428571427,63.96399999999998,39.80128571428567,15.6385714285714,88.12671428571427,1960.973,160.11300000000006
3,127.0,293.49,303.2,1.033084602541824,52.151666666666664,42.36866666666666,32.58566666666667,22.802666666666653,13.019666666666657,3.2366666666666597,32.58566666666667,607.443,304.243
12,218.0,486.02,1005.67,2.0691946833463644,63.555,59.50483333333333,55.45466666666667,51.40449999999999,47.35433333333333,43.30416666666667,55.45466666666667,1168.214,162.54399999999998
3,1166.0,530.44,785.59,1.4810157605007164,173.45666666666668,155.77533333333335,138.09400000000002,120.41266666666665,102.73133333333332,85.05,138.09400000000002,773.308,12.282000000000039
11,17.0,550.58,830.07,1.507628319226997,50.43454545454545,45.42927272727273,40.42400000000001,35.418727272727274,30.413454545454545,25.40818181818182,40.42400000000001,1199.406,369.3359999999999
9,696.0,1749.97,1649.49,0.9425818728321057,86.05611111111111,66.61200000000001,47.16788888888888,27.723777777777766,8.279666666666673,-11.164444444444447,47.16788888888888,1980.979,331.48900000000003
4,305.0,125.79,664.43,5.282057397249384,150.38375,147.23899999999998,144.09425,140.9495,137.80474999999998,134.66,144.09425,568.053,96.37699999999995
12,104.0,1300.05,1779.92,1.3691165724395216,94.15791666666667,83.32416666666667,72.49041666666669,61.65666666666667,50.822916666666664,39.98916666666668,72.49041666666669,1738.0349999999999,41.88500000000022
1,303.0,931.53,857.42,0.9204427125267034,391.655,298.50199999999995,205.34900000000005,112.19599999999991,19.043000000000006,-74.11000000000001,205.34900000000005,898.0709999999999,40.650999999999954
8,1012.0,2390.84,1732.12,0.7244817720968362,67.08749999999998,37.20199999999997,7.316499999999991,-22.569000000000045,-52.45450000000005,-82.34000000000003,7.316499999999991,2385.5879999999997,653.4679999999998
9,938.0,2224.29,1913.87,0.8604408597799748,89.08055555555555,64.36622222222223,39.651888888888884,14.93755555555554,-9.776777777777802,-34.49111111111112,39.651888888888884,2313.0029999999997,399.1329999999998
3,471.0,288.19,535.67,1.8587390263367916,130.52499999999998,120.91866666666665,111.31233333333334,101.70599999999997,92.09966666666666,82.49333333333333,111.31233333333334,603.733,68.06299999999999
5,72.0,977.67,1156.55,1.1829656223470086,133.54299999999998,113.9896,94.43620000000001,74.8828,55.329399999999985,35.775999999999996,94.43620000000001,1294.369,137.81899999999996
10,160.0,2272.56,1642.15,0.7225991832998909,50.58700000000001,27.861400000000025,5.1358000000000175,-17.58979999999999,-40.3154,-63.04099999999998,5.1358000000000175,2350.792,708.6419999999998
10,965.0,1851.28,1805.77,0.9754170087723089,88.013,69.50019999999999,50.9874,32.47459999999999,13.961799999999993,-4.550999999999999,50.9874,2055.8959999999997,250.12599999999975
3,266.0,2178.16,1447.95,0.664758328130165,119.62333333333338,47.01800000000003,-25.587333333333238,-98.19266666666665,-170.79799999999992,-243.40333333333328,-25.587333333333238,1926.7119999999998,478.7619999999997
12,734.0,2491.82,1792.31,0.7192774759011485,45.533333333333324,24.768166666666655,4.002999999999986,-16.762166666666683,-37.52733333333337,-58.29250000000002,4.002999999999986,2572.2740000000003,779.9640000000004
12,64.0,1641.01,1710.72,1.0424799361368913,74.18458333333334,60.5095,46.83441666666668,33.159333333333336,19.484249999999992,5.80916666666667,46.83441666666668,1976.7069999999999,265.98699999999985
9,497.0,1845.08,1674.09,0.9073265115875734,83.50555555555555,63.00466666666666,42.50377777777779,22.002888888888872,1.5020000000000033,-18.99888888888889,42.50377777777779,2047.5559999999998,373.4659999999999
3,781.0,1801.38,1586.21,0.8805526873841166,228.50666666666666,168.4606666666667,108.41466666666672,48.36866666666659,-11.677333333333385,-71.72333333333336,108.41466666666672,1662.966,76.75599999999986
3,158.0,1070.74,1183.16,1.1049928087117322,215.93000000000004,180.23866666666672,144.5473333333334,108.856,73.16466666666668,37.47333333333336,144.5473333333334,1151.518,31.642000000000053
3,1096.0,200.27,802.96,4.009387327108404,234.275,227.59933333333333,220.9236666666667,214.24800000000002,207.57233333333332,200.89666666666668,220.9236666666667,542.189,260.7710000000001
11,1116.0,2067.8,1987.44,0.9611374407582938,86.68545454545455,67.88727272727273,49.08909090909091,30.290909090909075,11.492727272727258,-7.305454545454557,49.08909090909091,2261.46,274.02
10,831.0,39.86,982.64,24.652282990466635,96.271,95.8724,95.4738,95.0752,94.6766,94.27799999999999,95.4738,787.902,194.73799999999994
14,124.0,1064.64,1761.68,1.6547189660354673,87.81142857142858,80.20685714285716,72.60228571428571,64.99771428571428,57.39314285714285,49.78857142857142,72.60228571428571,1683.248,78.43200000000002
4,10.0,1262.73,1261.41,0.998954645886294,157.51125000000002,125.94300000000001,94.37475000000003,62.8065,31.238249999999994,-0.3299999999999841,94.37475000000003,1363.911,102.50099999999998
5,955.0,106.86,897.78,8.401459854014599,168.87,166.7328,164.5956,162.45839999999998,160.3212,158.184,164.5956,684.802,212.97799999999995
7,1176.0,2489.13,1921.16,0.7718198728069647,96.65642857142858,61.09742857142857,25.53842857142857,-10.02057142857143,-45.579571428571434,-81.13857142857144,25.53842857142857,2519.391,598.231
6,803.0,465.6,1012.0,2.1735395189003435,129.86666666666667,122.10666666666667,114.34666666666665,106.58666666666666,98.82666666666667,91.06666666666666,114.34666666666665,1033.92,21.920000000000073
9,868.0,62.12,1022.81,16.465067611075337,110.19444444444444,109.50422222222221,108.814,108.12377777777778,107.43355555555554,106.74333333333333,108.814,799.484,223.3259999999999
1,181.0,128.05,225.12,1.7580632565404137,161.095,148.29000000000002,135.485,122.67999999999999,109.87499999999999,97.07,135.485,335.635,110.51499999999999
3,70.0,631.88,564.16,0.89282775210483,82.74,61.67733333333333,40.614666666666665,19.551999999999982,-1.5106666666666797,-22.57333333333334,40.614666666666665,844.316,280.15600000000006
8,1090.0,419.76,1189.47,2.8336906803887936,122.44875,117.20175,111.95475,106.70775,101.46075,96.21375,111.95475,1005.832,183.63800000000003
14,1184.0,2269.89,1943.24,0.8560943481842733,57.73535714285715,41.521857142857144,25.308357142857158,9.09485714285714,-7.118642857142845,-23.33214285714285,25.308357142857158,2526.923,583.6829999999998
1,735.0,1676.9,1365.21,0.8141272586319995,526.76,359.07000000000005,191.3800000000001,23.689999999999827,-144.0,-311.69000000000005,191.3800000000001,1419.83,54.61999999999989
2,547.0,119.09,509.52,4.27844487362499,224.98749999999998,219.033,213.0785,207.124,201.16949999999997,195.21499999999997,213.0785,451.363,58.15699999999998
11,265.0,218.66,949.34,4.34162626909357,76.36454545454545,74.37672727272728,72.3889090909091,70.40109090909091,68.41327272727273,66.42545454545456,72.3889090909091,967.062,17.72199999999998
10,223.0,886.32,1305.54,1.4729894394800973,86.23799999999999,77.3748,68.5116,59.648399999999995,50.78519999999999,41.92199999999999,68.5116,1380.424,74.88400000000001
12,959.0,1947.82,1833.24,0.941175262601267,71.61083333333333,55.379,39.14716666666667,22.915333333333326,6.6834999999999996,-9.548333333333327,39.14716666666667,2191.474,358.23400000000015
11,498.0,1578.39,1793.52,1.1362971128808468,91.30227272727272,76.95327272727273,62.60427272727272,48.255272727272704,33.906272727272714,19.557272727272718,62.60427272727272,1918.873,125.35300000000007
14,127.0,988.4,1688.9,1.7087211655200325,85.33571428571429,78.2757142857143,71.2157142857143,64.1557142857143,57.095714285714294,50.03571428571429,71.2157142857143,1629.88,59.01999999999998
3,621.0,214.08,779.66,3.6419095665171897,224.20666666666668,217.07066666666665,209.93466666666666,202.79866666666666,195.66266666666664,188.52666666666664,209.93466666666666,551.856,227.80399999999997
6,1193.0,2241.5,1839.47,0.8206424269462413,119.78666666666668,82.42833333333336,45.070000000000014,7.711666666666663,-29.646666666666686,-67.005,45.070000000000014,2277.05,437.58000000000015
4,448.0,2055.97,1497.46,0.7283472035097789,117.36875000000003,65.96950000000004,14.570250000000044,-36.82899999999995,-88.22824999999995,-139.62749999999994,14.570250000000044,1919.1789999999999,421.7189999999998
8,466.0,2064.63,1558.12,0.7546727500811282,65.72562499999998,39.917749999999984,14.109874999999988,-11.698000000000036,-37.50587500000003,-63.31375000000003,14.109874999999988,2157.241,599.1210000000001
12,229.0,1216.16,1696.65,1.3950878173924484,90.71416666666669,80.57950000000001,70.44483333333334,60.31016666666667,50.1755,40.04083333333333,70.44483333333334,1679.312,17.338000000000193
13,658.0,559.48,1573.12,2.8117537713591187,99.49076923076922,95.1870769230769,90.88338461538461,86.5796923076923,82.27599999999998,77.97230769230768,90.88338461538461,1327.636,245.48399999999992
13,1034.0,2477.98,1842.24,0.7434442570157951,46.40384615384615,27.34246153846154,8.281076923076922,-10.780307692307693,-29.841692307692327,-48.903076923076924,8.281076923076922,2670.5860000000002,828.3460000000002
4,842.0,2464.29,1611.66,0.6540058191203146,94.87875000000003,33.27150000000006,-28.335749999999962,-89.94299999999998,-151.55024999999995,-213.15749999999997,-28.335749999999962,2205.0029999999997,593.3429999999996
13,837.0,1218.93,1921.68,1.5765302355344442,100.9396153846154,91.56323076923078,82.18684615384616,72.81046153846154,63.43407692307692,54.05769230769231,82.18684615384616,1789.251,132.4290000000001
11,927.0,1306.37,1804.68,1.3814462977563786,104.68136363636364,92.80527272727274,80.92918181818185,69.05309090909091,57.177000000000014,45.30090909090911,80.92918181818185,1728.4589999999998,76.22100000000023
4,1047.0,1657.68,1605.84,0.9687273780222961,194.24999999999997,152.808,111.36599999999999,69.92399999999992,28.48199999999997,-12.960000000000036,111.36599999999999,1640.376,34.53600000000006
4,262.0,1681.28,1435.34,0.8537185953559193,148.67499999999998,106.643,64.61099999999999,22.57899999999995,-19.45300000000003,-61.485000000000014,64.61099999999999,1656.896,221.55600000000004
7,1126.0,1103.75,2014.72,1.8253408833522085,208.97785714285715,193.21,177.44214285714287,161.67428571428573,145.90642857142856,130.13857142857142,177.44214285714287,1549.625,465.095
5,781.0,672.91,1125.36,1.6723781783596616,157.781,144.32279999999997,130.8646,117.40639999999999,103.94819999999997,90.48999999999998,130.8646,1081.0369999999998,44.32300000000009
5,831.0,591.65,1090.31,1.8428293754753655,158.897,147.064,135.231,123.398,111.56499999999998,99.732,135.231,1024.155,66.15499999999997
7,1089.0,1026.25,2132.85,2.0782947624847745,231.3892857142857,216.72857142857143,202.06785714285712,187.40714285714284,172.74642857142857,158.08571428571426,202.06785714285712,1495.375,637.4749999999999
1,793.0,2171.07,1421.36,0.6546817928486874,335.8249999999998,118.71799999999985,-98.38900000000012,-315.4960000000003,-532.6030000000003,-749.7100000000003,-98.38900000000012,1765.749,344.3890000000001
9,368.0,495.12,847.33,1.7113629019227663,66.64111111111112,61.13977777777778,55.638444444444445,50.13711111111112,44.63577777777778,39.13444444444445,55.638444444444445,1102.584,255.25400000000002
6,818.0,1130.38,1704.06,1.5075107485978165,189.81166666666664,170.97199999999998,152.13233333333332,133.29266666666663,114.45299999999997,95.6133333333333,152.13233333333332,1499.266,204.79399999999987
11,667.0,1915.95,1732.2,0.9040945744930713,70.38409090909092,52.966363636363646,35.54863636363637,18.130909090909075,0.7131818181818207,-16.704545454545453,35.54863636363637,2155.165,422.9649999999999
2,267.0,2116.93,1349.04,0.637262450813206,145.28750000000002,39.44100000000003,-66.40549999999996,-172.25199999999995,-278.09849999999994,-383.94499999999994,-66.40549999999996,1849.8509999999999,500.8109999999999
10,1083.0,2105.36,1844.58,0.876135197780902,79.18999999999998,58.13639999999998,37.0828,16.029199999999967,-5.024400000000014,-26.07800000000002,37.0828,2233.752,389.172
13,529.0,1767.79,2015.18,1.1399430927881706,87.02192307692309,73.42353846153847,59.82515384615385,46.226769230769236,32.628384615384626,19.03000000000001,59.82515384615385,2173.453,158.2729999999999
9,1155.0,1346.4,2248.12,1.6697266785502078,174.99111111111108,160.03111111111107,145.0711111111111,130.1111111111111,115.15111111111108,100.19111111111108,145.0711111111111,1698.48,549.6399999999999
7,1185.0,1768.01,2072.18,1.1720408821217074,169.73928571428567,144.48199999999997,119.22471428571427,93.96742857142853,68.71014285714283,43.45285714285712,119.22471428571427,2014.607,57.572999999999865
5,763.0,1420.94,1777.14,1.2506791279012486,213.334,184.91520000000003,156.49640000000002,128.0776,99.65880000000001,71.24000000000001,156.49640000000002,1604.658,172.4820000000002
7,368.0,1231.69,1550.04,1.2584660101161818,133.45642857142857,115.86085714285714,98.26528571428571,80.66971428571426,63.074142857142824,45.47857142857141,98.26528571428571,1639.183,89.14300000000003
6,659.0,322.1,972.58,3.019497050605402,135.255,129.88666666666668,124.51833333333333,119.15000000000002,113.78166666666668,108.41333333333334,124.51833333333333,933.47,39.110000000000014
14,1138.0,518.18,1696.86,3.274653595275773,102.69785714285715,98.99657142857143,95.29528571428571,91.59399999999998,87.89271428571429,84.19142857142856,95.29528571428571,1300.7259999999999,396.134
6,172.0,1977.78,1603.89,0.8109547067924643,102.50000000000001,69.53700000000003,36.574000000000034,3.61099999999999,-29.351999999999975,-62.314999999999976,36.574000000000034,2092.446,488.5559999999998
6,628.0,311.47,903.3,2.9001187915369053,124.59416666666665,119.40299999999998,114.21183333333333,109.02066666666666,103.82949999999998,98.63833333333332,114.21183333333333,926.029,22.729000000000042
2,500.0,1246.48,1264.53,1.0144807778704832,320.645,258.32099999999997,195.997,133.67299999999994,71.34899999999993,9.024999999999977,195.997,1240.536,23.993999999999915
8,7.0,2075.6,1422.12,0.6851609173251108,48.03999999999999,22.095,-3.8499999999999943,-29.795000000000016,-55.74000000000001,-81.685,-3.8499999999999943,2164.92,742.8000000000002
5,942.0,2092.87,1696.72,0.8107144734264432,130.05700000000002,88.1996,46.34220000000005,4.4847999999999955,-37.37259999999996,-79.22999999999998,46.34220000000005,2075.009,378.289
12,81.0,2485.34,1589.65,0.6396106770099865,28.915000000000003,8.203833333333344,-12.50733333333333,-33.218500000000006,-53.92966666666666,-74.64083333333333,-12.50733333333333,2567.7380000000003,978.0880000000002
4,166.0,791.52,866.18,1.0943248433393975,117.60499999999999,97.817,78.029,58.240999999999985,38.452999999999975,18.664999999999992,78.029,1034.0639999999999,167.8839999999999
3,213.0,1724.85,1344.71,0.7796098211438677,160.76166666666668,103.26666666666672,45.77166666666676,-11.723333333333358,-69.21833333333332,-126.7133333333333,45.77166666666676,1609.3949999999998,264.6849999999997
11,1004.0,167.15,1175.65,7.033502841758899,99.27954545454546,97.76,96.24045454545454,94.7209090909091,93.20136363636365,91.68181818181819,96.24045454545454,931.005,244.6450000000001
5,116.0,478.1,624.04,1.305249947709684,76.99799999999999,67.43599999999999,57.87399999999999,48.31199999999999,38.749999999999986,29.187999999999988,57.87399999999999,944.6700000000001,320.6300000000001
13,112.0,2299.56,1807.67,0.7860938614343614,50.60692307692308,32.91800000000001,15.229076923076946,-2.4598461538461587,-20.14876923076921,-37.8376923076923,15.229076923076946,2545.692,738.0219999999999
1,43.0,2149.22,1134.47,0.5278519648988936,59.86000000000013,-155.0619999999999,-369.9839999999997,-584.906,-799.8279999999997,-1014.7499999999998,-369.9839999999997,1750.4539999999997,615.9839999999997
2,660.0,1944.4,1531.2,0.7874922855379551,279.5,182.27999999999997,85.06000000000006,-12.160000000000082,-109.38,-206.60000000000002,85.06000000000006,1729.08,197.87999999999988
10,888.0,298.68,1171.54,3.922391857506361,102.22,99.2332,96.2464,93.2596,90.27279999999999,87.28599999999999,96.2464,969.076,202.46399999999994
10,860.0,2380.76,1759.97,0.7392471311681983,56.95899999999999,33.15139999999999,9.343799999999987,-14.463800000000015,-38.271400000000014,-62.07900000000002,9.343799999999987,2426.532,666.5620000000001
10,1187.0,1981.09,2013.21,1.0162132967204922,102.26650000000001,82.4556,62.644700000000014,42.8338,23.022900000000003,3.2120000000000117,62.644700000000014,2146.763,133.55299999999988
12,1139.0,124.65,1314.3,10.543922984356197,104.33125,103.2925,102.25375000000001,101.21499999999999,100.17625,99.13749999999999,102.25375000000001,915.255,399.04499999999996
5,966.0,359.51,927.98,2.5812355706378125,149.645,142.4548,135.26460000000003,128.07440000000003,120.8842,113.694,135.26460000000003,861.6569999999999,66.32300000000009
10,796.0,1352.08,2000.19,1.4793429382876755,132.41500000000002,118.8942,105.37340000000002,91.85260000000001,78.3318,64.811,105.37340000000002,1706.456,293.73400000000015
9,72.0,1281.32,1515.54,1.1827958667624012,97.2088888888889,82.97200000000001,68.73511111111112,54.49822222222221,40.26133333333334,26.02444444444445,68.73511111111112,1652.924,137.38400000000001
10,215.0,2440.91,1638.66,0.6713315935450304,41.82050000000002,17.411400000000025,-6.997699999999964,-31.406799999999997,-55.815899999999985,-80.22499999999998,-6.997699999999964,2468.6369999999997,829.9769999999996
7,671.0,1297.02,1703.2,1.3131640221430665,150.67000000000002,132.14114285714285,113.61228571428573,95.08342857142858,76.55457142857144,58.025714285714294,113.61228571428573,1684.9139999999998,18.286000000000286
5,230.0,333.69,538.36,1.6133537115286645,74.303,67.6292,60.95540000000001,54.281600000000005,47.6078,40.934000000000005,60.95540000000001,843.583,305.22299999999996
5,467.0,1243.31,1549.82,1.2465274147236007,185.63299999999998,160.7668,135.9006,111.03439999999998,86.16819999999998,61.302,135.9006,1480.317,69.50299999999993
13,247.0,2339.61,1705.9,0.7291386171199473,41.238076923076925,23.241076923076925,5.244076923076923,-12.752923076923079,-30.749923076923096,-48.74692307692308,5.244076923076923,2573.727,867.8269999999998
14,777.0,1248.61,1837.25,1.4714362370956504,86.63892857142858,77.72028571428572,68.80164285714287,59.883,50.96435714285714,42.04571428571429,68.80164285714287,1812.027,25.222999999999956
11,740.0,1171.99,902.09,0.7697079326615415,28.735909090909093,18.08145454545455,7.42700000000001,-3.2274545454545516,-13.881909090909083,-24.536363636363635,7.42700000000001,1634.393,732.303
6,884.0,1798.31,1897.87,1.0553630909020135,166.4525,136.48066666666668,106.50883333333336,76.53699999999996,46.56516666666664,16.593333333333323,106.50883333333336,1966.8169999999998,68.94699999999989
5,789.0,1853.31,1792.88,0.9673934743782746,173.24500000000003,136.17880000000005,99.11260000000007,62.04639999999999,24.980200000000014,-12.085999999999967,99.11260000000007,1907.3169999999998,114.43699999999967
4,825.0,874.99,784.52,0.8966045326232299,86.75625,64.88149999999999,43.00675000000001,21.131999999999977,-0.7427500000000009,-22.617500000000007,43.00675000000001,1092.493,307.97299999999996
2,301.0,769.23,731.28,0.9506649506649506,173.33249999999998,134.87099999999998,96.40949999999998,57.94799999999998,19.486499999999978,-18.975000000000023,96.40949999999998,906.461,175.18100000000004
12,1007.0,1353.77,1925.32,1.4221913619004705,104.03625,92.75483333333334,81.47341666666667,70.192,58.91058333333333,47.62916666666666,81.47341666666667,1775.639,149.68100000000004
5,865.0,644.79,1202.46,1.8648862420322898,176.013,163.1172,150.22140000000002,137.3256,124.4298,111.53400000000002,150.22140000000002,1061.353,141.10699999999997
14,81.0,1251.97,1682.62,1.3439778908440296,75.47392857142856,66.5312857142857,57.58864285714285,48.645999999999994,39.70335714285712,30.760714285714275,57.58864285714285,1814.379,131.75900000000001
8,1159.0,2175.27,1752.18,0.8055000068956958,83.06812500000001,55.877250000000004,28.686375000000027,1.4954999999999927,-25.695374999999984,-52.88624999999999,28.686375000000027,2234.689,482.5089999999998
11,496.0,373.98,1152.99,3.0830258302583022,87.81818181818181,84.41836363636364,81.01854545454545,77.61872727272727,74.21890909090908,70.8190909090909,81.01854545454545,1075.786,77.20399999999995
1,752.0,1632.35,1362.39,0.8346188011149571,546.2150000000001,382.98000000000025,219.74500000000035,56.50999999999999,-106.72499999999991,-269.9599999999998,219.74500000000035,1388.6449999999998,26.254999999999654
5,1014.0,1853.57,1749.31,0.9437517870919361,164.505,127.43360000000003,90.36220000000003,53.29079999999999,16.219399999999997,-20.851999999999997,90.36220000000003,1907.4989999999998,158.18899999999985
9,686.0,145.66,972.95,6.679596320197721,100.01333333333334,98.3948888888889,96.77644444444445,95.158,93.53955555555555,91.92111111111112,96.77644444444445,857.962,114.98800000000006
5,654.0,1272.89,1724.68,1.3549324764905057,217.64700000000002,192.1892,166.7314,141.2736,115.8158,90.35799999999999,166.7314,1501.0230000000001,223.65699999999993
8,621.0,2391.34,1593.12,0.6662038856875224,49.68124999999998,19.789499999999975,-10.102250000000026,-39.99400000000003,-69.88575000000003,-99.77750000000003,-10.102250000000026,2385.938,792.8180000000002
9,1080.0,539.51,1306.91,2.422401809048952,115.23944444444447,109.24488888888891,103.25033333333334,97.2557777777778,91.26122222222223,85.26666666666668,103.25033333333334,1133.657,173.25300000000016
10,714.0,269.06,1067.81,3.968668698431576,93.328,90.63739999999999,87.9468,85.25619999999999,82.56559999999999,79.875,87.9468,948.342,119.46799999999996
10,816.0,1425.64,1872.81,1.3136626357285148,115.99899999999998,101.7426,87.4862,73.22979999999998,58.97339999999999,44.716999999999985,87.4862,1757.9479999999999,114.86200000000008
14,1122.0,1766.25,2239.35,1.2678556263269638,96.87321428571428,84.25714285714285,71.64107142857142,59.02499999999999,46.40892857142857,33.79285714285714,71.64107142857142,2174.375,64.97499999999991
4,1202.0,1074.87,1501.24,1.3966712253574853,240.95125000000002,214.07950000000002,187.20775000000003,160.336,133.46425000000002,106.59250000000003,187.20775000000003,1232.4089999999999,268.83100000000013
5,651.0,1573.3,1682.08,1.0691412953664272,179.08599999999998,147.62,116.154,84.68799999999996,53.22199999999998,21.755999999999993,116.154,1711.31,29.230000000000018
14,1100.0,237.69,1265.57,5.324456224494089,81.90892857142856,80.21114285714285,78.51335714285713,76.81557142857142,75.1177857142857,73.41999999999999,78.51335714285713,1104.383,161.1869999999999
14,296.0,485.68,924.9,1.9043403063745676,48.71857142857142,45.24942857142857,41.78028571428571,38.311142857142855,34.842,31.37285714285714,41.78028571428571,1277.976,353.07600000000014
1,697.0,2148.5,1421.07,0.6614242494763788,346.81999999999994,131.97000000000003,-82.87999999999988,-297.73000000000025,-512.5800000000002,-727.4300000000001,-82.87999999999988,1749.9499999999998,328.8799999999999
6,1044.0,47.46,1133.45,23.882216603455543,184.95333333333335,184.16233333333335,183.37133333333335,182.58033333333333,181.78933333333336,180.99833333333333,183.37133333333335,741.222,392.22800000000007
12,398.0,2481.44,1755.18,0.7073231671932426,42.87166666666667,22.193,1.5143333333333355,-19.16433333333333,-39.84300000000002,-60.52166666666667,1.5143333333333355,2565.008,809.8279999999997
3,139.0,2428.89,1345.66,0.55402261938581,43.73833333333338,-37.224666666666586,-118.18766666666654,-199.15066666666667,-280.1136666666666,-361.0766666666666,-118.18766666666654,2102.223,756.5629999999999
6,84.0,852.7,1109.32,1.300949923771549,113.82833333333332,99.61666666666666,85.40499999999999,71.19333333333331,56.98166666666665,42.76999999999998,85.40499999999999,1304.8899999999999,195.56999999999994
2,423.0,1639.17,1367.64,0.8343490913084061,274.02750000000003,192.06900000000007,110.11050000000012,28.15199999999993,-53.80650000000003,-135.765,110.11050000000012,1515.4189999999999,147.77899999999977
11,815.0,2385.6,1872.44,0.7848926894701543,61.785454545454556,40.098181818181835,18.41090909090911,-3.2763636363636333,-24.963636363636354,-46.650909090909074,18.41090909090911,2483.92,611.48
6,577.0,897.74,1257.31,1.4005279925145364,134.73999999999998,119.77766666666666,104.81533333333333,89.853,74.89066666666666,59.92833333333332,104.81533333333333,1336.4180000000001,79.10800000000017
8,200.0,1508.89,1461.33,0.9684801410308239,88.36062499999998,69.49949999999998,50.638374999999996,31.77724999999998,12.916124999999965,-5.945000000000022,50.638374999999996,1768.223,306.89300000000003
9,1102.0,540.6,1455.85,2.6930262671106178,131.72777777777776,125.72111111111109,119.71444444444442,113.70777777777776,107.7011111111111,101.69444444444443,119.71444444444442,1134.42,321.42999999999984
12,508.0,1970.54,1770.91,0.8986927441209009,65.47000000000001,49.048833333333356,32.62766666666668,16.206500000000005,-0.21466666666666848,-16.635833333333323,32.62766666666668,2207.3779999999997,436.4679999999996
13,1024.0,1712.85,2097.69,1.2246781679656713,95.48192307692308,82.30615384615386,69.13038461538463,55.954615384615394,42.77884615384615,29.603076923076934,69.13038461538463,2134.995,37.304999999999836
7,1161.0,1499.97,1862.45,1.2416581664966633,158.92357142857145,137.4954285714286,116.06728571428572,94.63914285714284,73.21100000000001,51.78285714285715,116.06728571428572,1826.979,35.471000000000004
2,730.0,285.24,624.78,2.19036600757257,241.07999999999998,226.81799999999998,212.55599999999998,198.29399999999998,184.03199999999998,169.76999999999998,212.55599999999998,567.668,57.111999999999966
13,996.0,1809.2,1956.89,1.081632765863365,80.94538461538461,67.02846153846154,53.111538461538466,39.19461538461538,25.277692307692316,11.360769230769234,53.111538461538466,2202.44,245.54999999999995
5,1160.0,1901.83,1673.89,0.8801470162948319,144.59500000000003,106.55840000000003,68.52180000000003,30.48520000000003,-7.551399999999967,-45.587999999999965,68.52180000000003,1941.281,267.39099999999985
2,1139.0,306.43,726.14,2.3696765982442973,286.4625,271.14099999999996,255.8195,240.498,225.17649999999998,209.855,255.8195,582.501,143.639
