days,miles,receipts,output,output_per_receipt,receipts_times_days,output_per_receipts_days,adjusted_per_day_50,adjusted_per_day_60,adjusted_per_day_70,adjusted_per_day_80,adjusted_per_day_90,adjusted_per_day_100,adjusted_per_day_110,adjusted_per_day_120,adjusted_per_day_130,adjusted_per_day_140,adjusted_per_day_150,predicted,error,predicted_best,error_best,predicted_3comp,error_3comp
4,725.0,588.9,1097.95,1.8644082187128546,2355.6,0.46610205467821364,-7086.7625,-8559.0125,-10031.2625,-11503.5125,-12975.7625,-14448.0125,-15920.2625,-17392.5125,-18864.7625,-20337.0125,-21809.2625,71468.0,70370.05,29765.0,28667.05,42148.0,41050.05
1,992.0,958.87,1222.41,1.2748443480346658,958.87,1.2748443480346658,-46721.09,-56309.78999999999,-65898.48999999999,-75487.19,-85075.89,-94664.59,-104253.29,-113841.98999999999,-123430.69,-133019.38999999998,-142608.09,115264.4,114041.98999999999,48023.5,46801.09,68162.9,66940.48999999999
10,536.0,2194.42,1615.13,0.7360168062631584,21944.2,0.07360168062631584,-10810.587,-13005.007000000001,-15199.427,-17393.847,-19588.267,-21782.686999999998,-23977.107,-26171.527000000002,-28365.947000000004,-30560.367,-32754.787,265330.4,263715.27,110521.0,108905.87,154645.4,153030.27
11,1126.0,1593.03,2143.74,1.345699704337018,17523.329999999998,0.12233633675791074,-7046.16,-8494.369090909091,-9942.57818181818,-11390.787272727272,-12838.996363636366,-14287.205454545456,-15735.414545454545,-17183.623636363638,-18631.83272727273,-20080.041818181817,-21528.25090909091,193363.6,191219.86000000002,80531.5,78387.76,113188.09999999999,111044.35999999999
10,314.0,1098.8,1539.1,1.4007098653076082,10988.0,0.14007098653076083,-5340.09,-6438.89,-7537.69,-8636.49,-9735.289999999999,-10834.09,-11932.89,-13031.689999999999,-14130.49,-15229.289999999999,-16328.09,133856.0,132316.9,55740.0,54200.9,77730.0,76190.9
1,9.0,2246.28,1120.22,0.49870007300959807,2246.28,0.49870007300959807,-111193.78000000001,-133656.58000000002,-156119.38,-178582.18000000002,-201044.98,-223507.78000000003,-245970.58000000002,-268433.38000000006,-290896.18000000005,-313358.98000000004,-335821.7800000001,269753.60000000003,268633.38000000006,112394.00000000001,111273.78000000001,157298.6,156178.38
11,706.0,1508.23,2030.59,1.3463397492424896,16590.53,0.12239452265840814,-6670.991818181818,-8042.110000000001,-9413.228181818182,-10784.346363636363,-12155.464545454546,-13526.582727272727,-14897.700909090909,-16268.819090909092,-17639.93727272727,-19011.055454545454,-20382.173636363637,183187.6,181157.01,76291.5,74260.91,106832.1,104801.51000000001
10,976.0,2166.02,1775.03,0.8194892013924155,21660.2,0.08194892013924156,-10652.597,-12818.617,-14984.636999999999,-17150.657,-19316.677,-21482.697,-23648.717,-25814.737,-27980.756999999994,-30146.776999999995,-32312.797,261922.4,260147.37,109101.0,107325.97,153097.4,151322.37
5,1028.0,653.19,1313.95,2.0115892772393944,3265.9500000000003,0.40231785544787885,-6269.110000000001,-7575.490000000001,-8881.87,-10188.250000000002,-11494.630000000001,-12801.010000000002,-14107.390000000003,-15413.77,-16720.15,-18026.530000000002,-19332.910000000003,79382.8,78068.85,33059.5,31745.55,47001.3,45687.350000000006
8,1166.0,99.47,1149.07,11.551925203578968,795.76,1.443990650447371,-478.05375000000004,-602.39125,-726.72875,-851.0662500000001,-975.40375,-1099.74125,-1224.0787500000001,-1348.41625,-1472.75375,-1597.09125,-1721.42875,13536.4,12387.33,5613.5,4464.43,8528.9,7379.83
12,882.0,1958.14,1944.88,0.9932282676417417,23497.68,0.08276902230347848,-7996.843333333333,-9628.626666666667,-11260.410000000002,-12892.193333333335,-14523.976666666667,-16155.76,-17787.543333333335,-19419.326666666668,-21051.11,-22682.893333333337,-24314.676666666666,237376.80000000002,235431.92,98867.0,96922.12,138551.80000000002,136606.92
11,448.0,732.79,1090.35,1.4879433398381527,8060.69,0.13526757634892297,-3231.740909090909,-3897.9136363636358,-4564.086363636364,-5230.25909090909,-5896.431818181817,-6562.604545454545,-7228.777272727271,-7894.949999999998,-8561.122727272726,-9227.295454545454,-9893.468181818182,90134.79999999999,89044.44999999998,37519.5,36429.15,52293.299999999996,51202.95
7,623.0,1691.39,1800.86,1.0647219151112397,11839.730000000001,0.1521031307301771,-11824.091428571428,-14240.362857142858,-16656.634285714284,-19072.905714285716,-21489.177142857145,-23905.448571428573,-26321.720000000005,-28737.991428571433,-31154.26285714286,-33570.53428571429,-35986.80571428572,204366.80000000002,202565.94000000003,85129.5,83328.64,119370.3,117569.44
3,127.0,293.49,303.2,1.033084602541824,880.47,0.34436153418060805,-4790.433333333333,-5768.733333333334,-6747.033333333333,-7725.333333333333,-8703.633333333333,-9681.933333333332,-10660.233333333334,-11638.533333333335,-12616.833333333336,-13595.133333333333,-14573.433333333334,35818.8,35515.600000000006,14914.5,14611.3,20821.3,20518.1
12,218.0,486.02,1005.67,2.0691946833463644,5832.24,0.1724328902788637,-1941.2775000000001,-2346.2941666666666,-2751.3108333333334,-3156.3275,-3561.3441666666663,-3966.3608333333336,-4371.3775,-4776.394166666666,-5181.410833333333,-5586.427500000001,-5991.444166666667,60722.399999999994,59716.729999999996,25261.0,24255.33,34839.4,33833.73
3,1166.0,530.44,785.59,1.4810157605007164,1591.3200000000002,0.4936719201669054,-8578.803333333335,-10346.936666666666,-12115.070000000002,-13883.203333333337,-15651.33666666667,-17419.470000000005,-19187.603333333336,-20955.736666666668,-22723.870000000006,-24492.003333333338,-26260.136666666673,64252.8,63467.21000000001,26762.000000000004,25976.410000000003,38446.8,37661.21000000001
11,17.0,550.58,830.07,1.507628319226997,6056.38,0.137057119929727,-2427.175454545455,-2927.7027272727278,-3428.2300000000005,-3928.7572727272727,-4429.284545454546,-4929.811818181819,-5430.339090909091,-5930.866363636364,-6431.393636363637,-6931.92090909091,-7432.448181818181,68269.6,67439.53,28409.000000000004,27578.930000000004,39107.600000000006,38277.530000000006
9,696.0,1749.97,1649.49,0.9425818728321057,15749.73,0.1047313192035673,-9538.778888888888,-11483.189999999999,-13427.601111111111,-15372.012222222223,-17316.423333333332,-19260.834444444445,-21205.245555555557,-23149.656666666666,-25094.06777777778,-27038.47888888889,-28982.89,211796.4,210146.91,88218.5,86569.01,123643.90000000001,121994.41
4,305.0,125.79,664.43,5.282057397249384,503.16,1.320514349312346,-1406.2675,-1720.7425,-2035.2175000000002,-2349.6925,-2664.1675,-2978.6425,-3293.1175000000003,-3607.5925,-3922.0675,-4236.5425000000005,-4551.0175,15894.800000000001,15230.37,6609.5,5945.07,9310.300000000001,8645.87
12,104.0,1300.05,1779.92,1.3691165724395216,15600.599999999999,0.11409304770329348,-5268.548333333333,-6351.923333333333,-7435.298333333333,-8518.673333333334,-9602.048333333334,-10685.423333333334,-11768.798333333332,-12852.173333333332,-13935.548333333332,-15018.923333333332,-16102.298333333332,158406.0,156626.08,65962.5,64182.58,91707.5,89927.58
1,303.0,931.53,857.42,0.9204427125267034,931.53,0.9204427125267034,-45719.08,-55034.38,-64349.68,-73664.98,-82980.28,-92295.58,-101610.88,-110926.18,-120241.48,-129556.78,-138872.08,111983.59999999999,111126.18,46656.5,45799.08,65560.1,64702.68000000001
8,1012.0,2390.84,1732.12,0.7244817720968362,19126.72,0.09056022151210452,-14726.235,-17714.785000000003,-20703.335000000003,-23691.885000000002,-26680.435,-29668.985,-32657.535000000003,-35646.08500000001,-38634.635,-41623.185000000005,-44611.735,288500.80000000005,286768.68000000005,120182.0,118449.88,168770.80000000002,167038.68000000002
9,938.0,2224.29,1913.87,0.8604408597799748,20018.61,0.09560453997555274,-12144.514444444445,-14615.947777777777,-17087.38111111111,-19558.814444444448,-22030.24777777778,-24501.681111111113,-26973.114444444444,-29444.547777777778,-31915.981111111112,-34387.41444444444,-36858.84777777778,268714.8,266800.93,111934.5,110020.63,157088.3,155174.43
3,471.0,288.19,535.67,1.8587390263367916,864.5699999999999,0.6195796754455972,-4624.61,-5585.243333333335,-6545.876666666667,-7506.510000000001,-8467.143333333333,-9427.776666666667,-10388.410000000002,-11349.043333333335,-12309.676666666666,-13270.31,-14230.943333333335,35182.8,34647.130000000005,14649.5,14113.83,20794.3,20258.63
5,72.0,977.67,1156.55,1.1829656223470086,4888.349999999999,0.23659312446940176,-9545.39,-11500.73,-13456.069999999998,-15411.409999999998,-17366.75,-19322.09,-21277.43,-23232.769999999997,-25188.109999999997,-27143.45,-29098.79,118320.4,117163.84999999999,49283.5,48126.95,68758.9,67602.34999999999
10,160.0,2272.56,1642.15,0.7225991832998909,22725.6,0.0722599183299891,-11198.585000000001,-13471.145,-15743.704999999998,-18016.265,-20288.825,-22561.385000000002,-24833.945,-27106.504999999997,-29379.064999999995,-31651.624999999993,-33924.185,274707.2,273065.05,114428.0,112785.85,159739.19999999998,158097.05
10,965.0,1851.28,1805.77,0.9754170087723089,18512.8,0.0975417008772309,-9075.823,-10927.103,-12778.382999999998,-14629.663,-16480.943000000003,-18332.223,-20183.503,-22034.783000000003,-23886.063000000002,-25737.343,-27588.623,224153.6,222347.83000000002,93364.0,91558.23,131054.59999999999,129248.82999999999
3,266.0,2178.16,1447.95,0.664758328130165,6534.48,0.22158610937672166,-35820.01666666667,-43080.549999999996,-50341.08333333332,-57601.61666666666,-64862.149999999994,-72122.68333333333,-79383.21666666666,-86643.74999999999,-93904.28333333333,-101164.81666666665,-108425.34999999999,261979.19999999998,260531.24999999997,109148.0,107700.05,152887.19999999998,151439.24999999997
12,734.0,2491.82,1792.31,0.7192774759011485,29901.840000000004,0.059939789658429034,-10233.224166666669,-12309.740833333335,-14386.257500000002,-16462.774166666666,-18539.290833333336,-20615.807500000003,-22692.32416666667,-24768.840833333335,-26845.357500000002,-28921.874166666672,-30998.390833333335,301418.4,299626.09,125551.00000000001,123758.69000000002,175761.40000000002,173969.09000000003
12,64.0,1641.01,1710.72,1.0424799361368913,19692.12,0.08687332801140761,-6694.981666666667,-8062.490000000001,-9429.998333333333,-10797.506666666666,-12165.015,-13532.523333333333,-14900.031666666668,-16267.54,-17635.048333333332,-19002.556666666667,-20370.065,199321.2,197610.48,83010.5,81299.78,115534.7,113823.98
9,497.0,1845.08,1674.09,0.9073265115875734,16605.72,0.1008140568430637,-10064.434444444445,-12114.523333333333,-14164.612222222222,-16214.701111111111,-18264.789999999997,-20314.87888888889,-22364.967777777776,-24415.056666666664,-26465.145555555555,-28515.234444444442,-30565.32333333333,223209.59999999998,221535.50999999998,92974.0,91299.91,130102.59999999999,128428.51
3,781.0,1801.38,1586.21,0.8805526873841166,5404.14,0.2935175624613722,-29494.263333333332,-35498.863333333335,-41503.46333333333,-47508.063333333346,-53512.66333333334,-59517.263333333336,-65521.86333333334,-71526.46333333333,-77531.06333333334,-83535.66333333334,-89540.26333333332,216765.6,215179.39,90309.0,88722.79,127027.6,125441.39
3,158.0,1070.74,1183.16,1.1049928087117322,3212.2200000000003,0.368330936237244,-17451.28,-21020.413333333334,-24589.546666666665,-28158.679999999997,-31727.813333333335,-35296.94666666666,-38866.079999999994,-42435.21333333333,-46004.34666666667,-49573.48,-53142.613333333335,129088.8,127905.64,53777.0,52593.84,75259.8,74076.64
3,1096.0,200.27,802.96,4.009387327108404,600.8100000000001,1.3364624423694678,-3070.1800000000003,-3737.7466666666674,-4405.313333333334,-5072.88,-5740.446666666667,-6408.013333333333,-7075.580000000001,-7743.146666666667,-8410.713333333335,-9078.28,-9745.846666666666,24632.4,23829.440000000002,10253.5,9450.54,15264.900000000001,14461.940000000002
11,1116.0,2067.8,1987.44,0.9611374407582938,22745.800000000003,0.0873761309780267,-9218.414545454547,-11098.232727272729,-12978.050909090909,-14857.869090909091,-16737.687272727275,-18617.50545454546,-20497.32363636364,-22377.14181818182,-24256.96,-26136.778181818183,-28016.596363636363,250336.00000000003,248348.56000000003,104270.00000000001,102282.56000000001,146412.0,144424.56
10,831.0,39.86,982.64,24.652282990466635,398.6,2.465228299046663,-101.036,-140.89600000000002,-180.756,-220.61600000000004,-260.476,-300.336,-340.196,-380.056,-419.916,-459.77599999999995,-499.63599999999997,6783.2,5800.5599999999995,2793.0,1810.3600000000001,4121.2,3138.56
14,124.0,1064.64,1761.68,1.6547189660354673,14904.960000000001,0.11819421185967624,-3676.451428571429,-4436.908571428572,-5197.365714285715,-5957.822857142858,-6718.280000000001,-7478.737142857144,-8239.194285714288,-8999.651428571431,-9760.108571428573,-10520.565714285714,-11281.02285714286,130556.80000000002,128795.12000000002,54352.00000000001,52590.32000000001,75348.8,73587.12000000001
4,10.0,1262.73,1261.41,0.998954645886294,5050.92,0.2497386614715735,-15468.7725,-18625.5975,-21782.4225,-24939.247499999998,-28096.0725,-31252.8975,-34409.722499999996,-37566.5475,-40723.3725,-43880.1975,-47037.0225,152327.6,151066.19,63456.5,62195.09,88601.1,87339.69
5,955.0,106.86,897.78,8.401459854014599,534.3,1.6802919708029198,-889.0440000000001,-1102.7640000000001,-1316.484,-1530.204,-1743.9239999999998,-1957.6439999999998,-2171.364,-2385.084,-2598.8039999999996,-2812.524,-3026.2439999999997,13823.2,12925.42,5743.0,4845.22,8685.2,7787.420000000001
7,1176.0,2489.13,1921.16,0.7718198728069647,17423.91,0.1102599818295664,-17505.04857142857,-21060.948571428573,-24616.84857142857,-28172.748571428576,-31728.648571428574,-35284.54857142857,-38840.44857142858,-42396.34857142858,-45952.24857142858,-49508.14857142857,-53064.048571428575,300095.60000000003,298174.44000000006,125016.5,123095.34,175765.1,173843.94
6,803.0,465.6,1012.0,2.1735395189003435,2793.6000000000004,0.36225658648339054,-3711.3333333333335,-4487.333333333333,-5263.333333333333,-6039.333333333333,-6815.333333333333,-7591.333333333333,-8367.333333333334,-9143.333333333334,-9919.333333333334,-10695.333333333334,-11471.333333333334,57072.0,56060.0,23760.0,22748.0,33695.0,32683.0
9,868.0,62.12,1022.81,16.465067611075337,559.0799999999999,1.829451956786149,-231.46555555555557,-300.48777777777775,-369.51,-438.5322222222222,-507.5544444444444,-576.5766666666667,-645.5988888888888,-714.6211111111111,-783.6433333333332,-852.6655555555556,-921.6877777777778,9254.4,8231.59,3826.0,2803.19,5666.4,4643.59
1,181.0,128.05,225.12,1.7580632565404137,128.05,1.7580632565404137,-6177.380000000001,-7457.880000000001,-8738.38,-10018.88,-11299.380000000001,-12579.880000000001,-13860.380000000001,-15140.880000000001,-16421.38,-17701.88,-18982.38,15566.000000000002,15340.880000000001,6482.500000000001,6257.380000000001,9194.5,8969.38
3,70.0,631.88,564.16,0.89282775210483,1895.6399999999999,0.29760925070161004,-10343.28,-12449.546666666667,-14555.813333333332,-16662.079999999998,-18768.346666666665,-20874.61333333333,-22980.88,-25087.146666666667,-27193.41333333333,-29299.679999999997,-31405.946666666667,76425.6,75861.44,31834.0,31269.84,44451.6,43887.439999999995
8,1090.0,419.76,1189.47,2.8336906803887936,3358.08,0.3542113350485992,-2474.81625,-2999.5162499999997,-3524.21625,-4048.91625,-4573.61625,-5098.31625,-5623.01625,-6147.7162499999995,-6672.416249999999,-7197.11625,-7721.81625,51971.2,50781.729999999996,21628.0,20438.53,30873.2,29683.73
14,1184.0,2269.89,1943.24,0.8560943481842733,31778.46,0.06114959629887666,-7967.947142857142,-9589.297142857144,-11210.647142857142,-12831.997142857143,-14453.347142857141,-16074.697142857143,-17696.047142857144,-19317.397142857142,-20938.747142857144,-22560.097142857143,-24181.447142857145,275186.8,273243.56,114614.5,112671.26,160776.3,158833.06
1,735.0,1676.9,1365.21,0.8141272586319995,1676.9,0.8141272586319995,-82479.79,-99248.79,-116017.79,-132786.79,-149555.79,-166324.79,-183093.79,-199862.79,-216631.79,-233400.79,-250169.79,201428.0,200062.79,83925.0,82559.79,118168.0,116802.79
2,547.0,119.09,509.52,4.27844487362499,238.18,2.139222436812495,-2722.49,-3317.9400000000005,-3913.3900000000003,-4508.84,-5104.29,-5699.74,-6295.19,-6890.64,-7486.09,-8081.540000000001,-8676.99,14690.800000000001,14181.28,6114.5,5604.98,8983.300000000001,8473.78
11,265.0,218.66,949.34,4.34162626909357,2405.2599999999998,0.3946932971903246,-907.6054545454546,-1106.3872727272728,-1305.1690909090908,-1503.950909090909,-1702.7327272727273,-1901.5145454545454,-2100.2963636363634,-2299.0781818181817,-2497.86,-2696.641818181818,-2895.4236363636364,28439.2,27489.86,11813.0,10863.66,16121.199999999999,15171.859999999999
10,223.0,886.32,1305.54,1.4729894394800973,8863.2,0.14729894394800974,-4301.046,-5187.366,-6073.686,-6960.006000000001,-7846.326000000001,-8732.646,-9618.966000000002,-10505.286000000002,-11391.606000000002,-12277.926000000001,-13164.246,108358.40000000001,107052.86000000002,45116.0,43810.46,62765.4,61459.86
12,959.0,1947.82,1833.24,0.941175262601267,23373.84,0.07843127188343892,-7963.1466666666665,-9586.33,-11209.513333333334,-12832.696666666669,-14455.88,-16079.063333333334,-17702.246666666666,-19325.43,-20948.613333333335,-22571.796666666665,-24194.98,236138.4,234305.16,98351.0,96517.76,137906.4,136073.16
11,498.0,1578.39,1793.52,1.1362971128808468,17362.29,0.10329973753462245,-7011.452727272727,-8446.352727272728,-9881.252727272727,-11316.152727272727,-12751.052727272729,-14185.952727272728,-15620.85272727273,-17055.75272727273,-18490.65272727273,-19925.55272727273,-21360.452727272732,191606.80000000002,189813.28000000003,79799.5,78005.98,111535.3,109741.78
14,127.0,988.4,1688.9,1.7087211655200325,13837.6,0.12205151182285946,-3409.3642857142854,-4115.364285714286,-4821.364285714286,-5527.364285714286,-6233.364285714286,-6939.364285714286,-7645.364285714286,-8351.364285714286,-9057.364285714286,-9763.364285714286,-10469.364285714286,121408.0,119719.1,50540.0,48851.1,70015.0,68326.1
3,621.0,214.08,779.66,3.6419095665171897,642.24,1.21396985550573,-3308.1133333333332,-4021.7133333333336,-4735.3133333333335,-5448.913333333334,-6162.513333333333,-6876.113333333334,-7589.713333333334,-8303.313333333334,-9016.913333333334,-9730.513333333334,-10444.113333333335,26289.600000000002,25509.940000000002,10944.0,10164.34,15756.6,14976.94
6,1193.0,2241.5,1839.47,0.8206424269462413,13449.0,0.13677373782437355,-18372.588333333333,-22108.421666666665,-25844.255,-29580.088333333333,-33315.92166666667,-37051.755,-40787.58833333333,-44523.42166666667,-48259.255000000005,-51995.08833333334,-55730.92166666667,270180.0,268340.53,112555.0,110715.53,158398.0,156558.53
4,448.0,2055.97,1497.46,0.7283472035097789,8223.88,0.18208680087744472,-25325.259999999995,-30465.184999999994,-35605.11,-40745.034999999996,-45884.96,-51024.884999999995,-56164.81,-61304.73499999999,-66444.65999999999,-71584.58499999999,-76724.50999999998,247516.39999999997,246018.93999999997,103118.49999999999,101621.03999999998,144565.9,143068.44
8,466.0,2064.63,1558.12,0.7546727500811282,16517.04,0.09433409376014103,-12709.1725,-15289.960000000001,-17870.7475,-20451.535000000003,-23032.322500000002,-25613.11,-28193.897500000003,-30774.685,-33355.4725,-35936.26,-38517.0475,249355.6,247797.48,103871.5,102313.38,145390.1,143831.98
12,229.0,1216.16,1696.65,1.3950878173924484,14593.920000000002,0.11625731811603736,-4925.945833333334,-5939.412500000001,-6952.879166666668,-7966.345833333334,-8979.812500000002,-9993.279166666669,-11006.745833333334,-12020.212500000001,-13033.679166666669,-14047.145833333336,-15060.612500000001,148339.2,146642.55000000002,61768.00000000001,60071.350000000006,85960.20000000001,84263.55000000002
13,658.0,559.48,1573.12,2.8117537713591187,7273.24,0.21628875164300915,-2030.836923076923,-2461.206153846154,-2891.5753846153843,-3321.944615384615,-3752.3138461538465,-4182.683076923076,-4613.052307692307,-5043.421538461539,-5473.79076923077,-5904.16,-6334.529230769231,69737.6,68164.48000000001,29014.0,27440.88,40471.6,38898.479999999996
13,1034.0,2477.98,1842.24,0.7434442570157951,32213.74,0.057188019770445776,-9388.981538461538,-11295.119999999999,-13201.258461538462,-15107.396923076923,-17013.535384615385,-18919.673846153848,-20825.812307692308,-22731.950769230767,-24638.089230769234,-26544.227692307693,-28450.366153846153,299957.6,298115.36,124939.0,123096.76,175142.6,173300.36000000002
4,842.0,2464.29,1611.66,0.6540058191203146,9857.16,0.16350145478007866,-30400.71,-36561.435,-42722.159999999996,-48882.885,-55043.61,-61204.335,-67365.06000000001,-73525.785,-79686.51000000001,-85847.235,-92007.96,296514.8,294903.14,123534.5,121922.84,173542.3,171930.63999999998
13,837.0,1218.93,1921.68,1.5765302355344442,15846.09,0.12127155657957263,-4540.370769230769,-5478.009230769231,-6415.647692307693,-7353.286153846155,-8290.924615384616,-9228.563076923077,-10166.20153846154,-11103.84,-12041.478461538461,-12979.116923076925,-13916.755384615386,148871.6,146949.92,61986.5,60064.82,86812.1,84890.42000000001
11,927.0,1306.37,1804.68,1.3814462977563786,14370.07,0.12558602706876168,-5773.983636363636,-6961.592727272728,-8149.201818181818,-9336.81090909091,-10524.42,-11712.02909090909,-12899.638181818182,-14087.247272727273,-15274.856363636361,-16462.465454545454,-17650.074545454543,158964.4,157159.72,66198.5,64393.82,92922.9,91118.22
4,1047.0,1657.68,1605.84,0.9687273780222961,6630.72,0.24218184450557403,-20319.54,-24463.74,-28607.940000000002,-32752.14,-36896.340000000004,-41040.54,-45184.740000000005,-49328.94,-53473.14,-57617.340000000004,-61761.54,199721.6,198115.76,83204.0,81598.16,117284.6,115678.76000000001
4,262.0,1681.28,1435.34,0.8537185953559193,6725.12,0.21342964883897983,-20657.165,-24860.365,-29063.565,-33266.765,-37469.965000000004,-41673.165,-45876.365,-50079.565,-54282.765,-58485.965,-62689.165,202553.6,201118.26,84384.0,82948.66,118151.59999999999,116716.26
7,1126.0,1103.75,2014.72,1.8253408833522085,7726.25,0.26076298333602976,-7596.111428571428,-9172.897142857142,-10749.682857142858,-12326.468571428572,-13903.254285714285,-15480.039999999999,-17056.825714285715,-18633.61142857143,-20210.397142857142,-21787.182857142856,-23363.96857142857,133850.0,131835.28,55747.5,53732.78,78738.5,76723.78
5,781.0,672.91,1125.36,1.6723781783596616,3364.5499999999997,0.33447563567193234,-6504.028,-7849.848,-9195.668,-10541.488,-11887.307999999999,-13233.128,-14578.947999999999,-15924.768,-17270.588,-18616.408,-19962.228,81749.2,80623.84,34045.5,32920.14,48134.7,47009.34
5,831.0,591.65,1090.31,1.8428293754753655,2958.25,0.3685658750950731,-5698.438,-6881.738,-8065.0380000000005,-9248.338,-10431.638,-11614.938,-12798.238000000001,-13981.538,-15164.838,-16348.138,-17531.438000000002,71998.0,70907.69,29982.5,28892.19,42496.5,41406.19
7,1089.0,1026.25,2132.85,2.0782947624847745,7183.75,0.2968992517835392,-7025.664285714286,-8491.735714285714,-9957.807142857142,-11423.878571428571,-12889.949999999999,-14356.021428571428,-15822.092857142856,-17288.164285714283,-18754.235714285714,-20220.307142857142,-21686.37857142857,124550.0,122417.15,51872.5,49739.65,73276.5,71143.65
1,793.0,2171.07,1421.36,0.6546817928486874,2171.07,0.6546817928486874,-107132.14000000001,-128842.84000000001,-150553.54000000004,-172264.24000000002,-193974.94000000003,-215685.64000000004,-237396.34000000003,-259107.04000000004,-280817.74000000005,-302528.44000000006,-324239.14,260728.40000000002,259307.04000000004,108633.50000000001,107212.14000000001,152817.90000000002,151396.54000000004
9,368.0,495.12,847.33,1.7113629019227663,4456.08,0.19015143354697403,-2656.518888888889,-3206.652222222222,-3756.7855555555557,-4306.918888888888,-4857.052222222223,-5407.185555555556,-5957.318888888888,-6507.452222222222,-7057.585555555555,-7607.718888888889,-8157.852222222222,61214.4,60367.07,25476.0,24628.67,35476.4,34629.07
6,818.0,1130.38,1704.06,1.5075107485978165,6782.280000000001,0.2512517914329694,-9135.823333333336,-11019.79,-12903.756666666668,-14787.723333333335,-16671.690000000002,-18555.65666666667,-20439.623333333337,-22323.59,-24207.55666666667,-26091.523333333334,-27975.490000000005,136845.6,135141.54,56999.00000000001,55294.94000000001,80244.6,78540.54000000001
11,667.0,1915.95,1732.2,0.9040945744930713,21075.45,0.08219041586300649,-8551.39090909091,-10293.163636363637,-12034.936363636363,-13776.70909090909,-15518.481818181817,-17260.254545454543,-19002.02727272727,-20743.8,-22485.572727272727,-24227.345454545455,-25969.11818181818,232114.0,230381.8,96677.5,94945.3,135333.5,133601.3
2,267.0,2116.93,1349.04,0.637262450813206,4233.86,0.318631225406603,-52248.729999999996,-62833.38,-73418.02999999998,-84002.68,-94587.32999999999,-105171.97999999998,-115756.62999999999,-126341.27999999998,-136925.93,-147510.58,-158095.23,254431.59999999998,253082.55999999997,106006.49999999999,104657.45999999999,148552.09999999998,147203.05999999997
10,1083.0,2105.36,1844.58,0.876135197780902,21053.600000000002,0.08761351977809019,-10342.342,-12447.702000000001,-14553.062000000002,-16658.422000000002,-18763.782000000003,-20869.142,-22974.502,-25079.862,-27185.221999999998,-29290.582000000002,-31395.942,254643.2,252798.62000000002,106068.0,104223.42,148958.2,147113.62000000002
13,529.0,1767.79,2015.18,1.1399430927881706,22981.27,0.08768793021447466,-6644.178461538462,-8004.016923076923,-9363.855384615385,-10723.693846153848,-12083.532307692309,-13443.370769230769,-14803.209230769231,-16163.047692307691,-17522.886153846153,-18882.724615384617,-20242.563076923077,214734.8,212719.62,89429.5,87414.32,124924.3,122909.12000000001
9,1155.0,1346.4,2248.12,1.6697266785502078,12117.6,0.18552518650557864,-7230.208888888888,-8726.20888888889,-10222.20888888889,-11718.20888888889,-13214.20888888889,-14710.20888888889,-16206.20888888889,-17702.20888888889,-19198.20888888889,-20694.20888888889,-22190.20888888889,163368.0,161119.88,68040.0,65791.88,95853.0,93604.88
7,1185.0,1768.01,2072.18,1.1720408821217074,12376.07,0.16743441173167248,-12332.617142857143,-14858.345714285717,-17384.074285714287,-19909.802857142855,-22435.53142857143,-24961.260000000002,-27486.988571428574,-30012.717142857146,-32538.445714285714,-35064.17428571429,-37589.90285714286,213561.2,211489.02000000002,88960.5,86888.32,125295.7,123223.52
5,763.0,1420.94,1777.14,1.2506791279012486,7104.700000000001,0.25013582558024966,-13853.972,-16695.852000000003,-19537.732,-22379.612,-25221.492000000002,-28063.371999999996,-30905.251999999997,-33747.132,-36589.012,-39430.892,-42272.772,171512.80000000002,169735.66,71447.0,69669.86,100478.8,98701.66
7,368.0,1231.69,1550.04,1.2584660101161818,8621.83,0.17978085858802598,-8576.351428571428,-10335.908571428574,-12095.465714285716,-13855.02285714286,-15614.580000000002,-17374.137142857144,-19133.694285714282,-20893.25142857143,-22652.808571428573,-24412.365714285716,-26171.922857142858,149202.80000000002,147652.76,62144.5,60594.46,86936.3,85386.26000000001
6,659.0,322.1,972.58,3.019497050605402,1932.6000000000001,0.5032495084342337,-2522.07,-3058.903333333333,-3595.736666666666,-4132.57,-4669.403333333334,-5206.236666666667,-5743.07,-6279.903333333333,-6816.736666666667,-7353.57,-7890.403333333333,39852.0,38879.42,16585.0,15612.42,23506.0,22533.42
14,1138.0,518.18,1696.86,3.274653595275773,7254.5199999999995,0.23390382823398378,-1729.438571428571,-2099.5671428571427,-2469.695714285714,-2839.8242857142855,-3209.952857142857,-3580.081428571428,-3950.2099999999996,-4320.3385714285705,-4690.467142857143,-5060.595714285714,-5430.724285714285,64981.59999999999,63284.73999999999,27028.999999999996,25332.139999999996,38110.6,36413.74
6,172.0,1977.78,1603.89,0.8109547067924643,11866.68,0.13515911779874404,-16214.185,-19510.485,-22806.785,-26103.084999999995,-29399.385,-32695.684999999998,-35991.98499999999,-39288.284999999996,-42584.585,-45880.885,-49177.185,238533.6,236929.71,99369.0,97765.11,138916.6,137312.71
6,628.0,311.47,903.3,2.9001187915369053,1868.8200000000002,0.48335313192281754,-2445.0333333333338,-2964.15,-3483.266666666667,-4002.3833333333337,-4521.500000000001,-5040.616666666668,-5559.733333333334,-6078.849999999999,-6597.966666666667,-7117.083333333333,-7636.200000000001,38576.4,37673.1,16053.500000000002,15150.200000000003,22730.9,21827.600000000002
